from,to,feature,n_trans,n_probes,cohens_d,pval,pval_bonf
HB,MB,tip_val,87,76,0.0294,0.9317412426960463,1.0
MB,HY,cor_ratio,28,27,0.0292,0.08613426778244794,1.0
HY,TH,rms_ap,80,79,0.0289,0.7270155915573788,1.0
HB,CB,rms_ap,147,139,0.0279,0.35641446191056203,1.0
HB,CB,alpha_std,147,139,0.0269,0.05754953968558142,1.0
OLF,Isocortex,trough_val,72,63,0.026,0.7052459345964408,1.0
CNU,fiber tracts,psd_pc0,16,16,0.0257,0.05851804789742252,1.0
TH,MB,depolarisation_slope,60,42,0.0256,0.23135635017479128,1.0
CTXsp,HPF,psd_pc0,28,28,0.0255,0.986042258284035,1.0
HPF,fiber tracts,rms_ap,20,20,0.0254,0.2401082525703353,1.0
CTXsp,CNU,csd_pc1,58,53,0.0252,0.2290507387230566,1.0
MB,Isocortex,trough_val,43,43,0.0249,0.4753415145827852,1.0
CB,void_fluid,csd_pc0,22,22,0.0245,0.8448365493183752,1.0
CNU,HY,peak_val,29,23,0.0244,0.6933102430314901,1.0
CB,MB,alpha_std,26,24,0.0241,0.41298660033156653,1.0
TH,HPF,tip_val,208,206,0.0239,3.2137081395930124e-159,2.4424181860906894e-156
HB,CB,aperiodic_offset,147,139,0.0239,0.7144438031655113,1.0
CB,fiber tracts,peak_time_secs,16,16,0.0237,0.4906230645765385,1.0
CNU,fiber tracts,alpha_mean,16,16,0.0221,0.4091880932380425,1.0
fiber tracts,TH,trough_time_secs,20,20,0.0221,0.47010977071034266,1.0
MB,TH,aperiodic_offset,110,77,0.0219,0.2041567944265762,1.0
OLF,CNU,peak_time_secs,20,15,0.0218,0.9845587118659153,1.0
HB,MB,csd_pc0,87,76,0.0216,0.010873119775582672,1.0
fiber tracts,VS,rms_ap,16,14,0.0215,0.9033777664796637,1.0
CNU,Isocortex,csd_pc0,110,110,0.0213,0.11123072811486204,1.0
HY,TH,csd_pc1,80,79,0.0212,0.15200166431220666,1.0
void_fluid,void,psd_pc1,74,72,0.0211,0.8456924448281998,1.0
HB,MB,repolarisation_slope,87,76,0.021,0.23106385288029108,1.0
fiber tracts,MB,csd_pc1,21,21,0.0208,0.743769625755994,1.0
TH,HPF,recovery_slope,208,206,0.0206,3.682275304280036e-275,2.7985292312528273e-272
HPF,fiber tracts,trough_time_secs,20,20,0.02,0.7534689393464636,1.0
HB,MB,csd_pc1,87,76,0.0197,0.5164600765140822,1.0
Isocortex,void,rms_ap,97,97,0.0186,0.005258123524519935,1.0
OLF,CNU,depolarisation_slope,20,15,0.0174,0.48297218446055923,1.0
MB,HY,aperiodic_offset,28,27,0.0172,0.0011146333172750186,0.8471213211290142
CNU,fiber tracts,rms_ap,16,16,0.0169,0.9646622781501593,1.0
HY,MB,peak_time_secs,24,21,0.0167,0.24462827192966807,1.0
CTXsp,CNU,recovery_time_secs,58,53,0.016,0.7594915071397712,1.0
fiber tracts,HB,psd_pc0,17,17,0.0156,0.9953344472830193,1.0
HB,CB,psd_pc0,147,139,0.0155,0.13779499898027348,1.0
root,fiber tracts,depolarisation_slope,25,19,0.0154,0.528053869909118,1.0
HY,TH,cor_ratio,80,79,0.0151,0.2684582739365108,1.0
HY,MB,psd_pc1,24,21,0.0147,0.987831590785917,1.0
fiber tracts,TH,depolarisation_slope,20,20,0.0145,0.02473091696742117,1.0
CTXsp,HPF,peak_val,28,28,0.0144,0.878030408398399,1.0
HPF,fiber tracts,recovery_time_secs,20,20,0.0136,0.6443459700240202,1.0
HY,MB,psd_pc0,24,21,0.0133,0.07267544128215657,1.0
OLF,CTXsp,recovery_slope,71,70,0.0129,0.03995547254158642,1.0
CNU,fiber tracts,csd_pc1,16,16,0.0122,0.8938439494805422,1.0
Isocortex,void,cor_ratio,97,97,0.012,6.167282794417834e-07,0.0004687134923757554
HB,MB,depolarisation_slope,87,76,0.0117,0.9165600782303047,1.0
MB,TH,csd_pc0,110,77,0.0109,0.12266724784740084,1.0
void_fluid,void,peak_time_secs,74,72,0.0107,0.9069552926477099,1.0
CNU,HY,rms_ap,29,23,0.0106,0.4168777768249098,1.0
Isocortex,void_fluid,alpha_std,66,66,0.01,0.19108114239914942,1.0
CNU,fiber tracts,psd_pc1,16,16,0.0091,0.4928520464540034,1.0
CNU,fiber tracts,cor_ratio,16,16,0.0091,0.22873278379951822,1.0
HY,CNU,cor_ratio,34,26,0.0089,0.6001189528680158,1.0
fiber tracts,TH,cor_ratio,20,20,0.0085,0.8583138282599786,1.0
fiber tracts,HB,cor_ratio,17,17,0.0085,0.14521931287837284,1.0
HPF,Isocortex,cor_ratio,317,312,0.0083,0.247787890985953,1.0
CB,void_fluid,alpha_mean,22,22,0.0083,0.594201721507682,1.0
fiber tracts,VS,psd_pc1,16,14,0.0076,0.2700839439277496,1.0
HY,CNU,recovery_slope,34,26,0.0075,0.4547211363668606,1.0
fiber tracts,HB,csd_pc0,17,17,0.0071,0.941854598301987,1.0
OLF,Isocortex,peak_val,72,63,0.0069,0.9419594696270461,1.0
CB,void_fluid,csd_pc1,22,22,0.0069,0.4748103941421252,1.0
CTXsp,Isocortex,csd_pc0,18,12,0.0061,0.5950512003638031,1.0
fiber tracts,root,aperiodic_offset,18,13,0.006,0.0583991315101727,1.0
OLF,CNU,csd_pc1,20,15,0.0056,0.09531945553107565,1.0
root,fiber tracts,aperiodic_offset,25,19,0.0056,0.3000520274486873,1.0
fiber tracts,MB,psd_pc1,21,21,0.0055,0.10210519447369275,1.0
fiber tracts,VS,csd_pc0,16,14,0.0052,0.9119569889687003,1.0
HB,MB,recovery_slope,87,76,0.0049,0.213318066577163,1.0
HY,TH,alpha_std,80,79,0.0046,0.36089971772506846,1.0
MB,Isocortex,alpha_std,43,43,0.0046,0.7028050977395663,1.0
fiber tracts,VS,aperiodic_exponent,16,14,0.0044,0.6866811811482463,1.0
HB,MB,alpha_std,87,76,0.0036,0.002708549821860837,1.0
fiber tracts,TH,csd_pc1,20,20,0.0035,0.10573927856966653,1.0
CNU,OLF,cor_ratio,36,31,0.0027,0.7659137686828429,1.0
root,fiber tracts,tip_time_secs,25,19,0.0022,0.39836665297143703,1.0
Isocortex,void,aperiodic_offset,97,97,0.0022,0.015295020456240415,1.0
HB,MB,aperiodic_exponent,87,76,0.0019,0.4629769891162666,1.0
CTXsp,CNU,psd_pc1,58,53,0.0016,0.09847157688382638,1.0
HPF,Isocortex,aperiodic_offset,317,312,0.0012,0.49086853356698756,1.0
MB,TH,psd_pc0,110,77,0.0011,0.11136843871942398,1.0
HPF,MB,tip_val,18,18,0.001,0.35962842214744684,1.0
CTXsp,CNU,tip_val,58,53,0.0002,0.6522516398592078,1.0
