from,to,feature,n_trans,n_probes,cohens_d,pval,pval_bonf
MB,Isocortex,peak_val,43,43,0.1801,0.0023835852584545153,1.0
fiber tracts,HB,trough_time_secs,17,17,0.1801,0.14864987771751872,1.0
OLF,Isocortex,cor_ratio,72,63,0.1799,0.029532899202580235,1.0
CTXsp,Isocortex,psd_pc1,18,12,0.1796,0.2768921971614565,1.0
fiber tracts,MB,tip_val,21,21,0.1782,7.674770698192568e-07,0.0005832825730626352
MB,HY,peak_time_secs,28,27,0.1774,0.01708839256393242,1.0
CNU,fiber tracts,recovery_slope,16,16,0.1771,0.007126889872306586,1.0
CTXsp,CNU,cor_ratio,58,53,0.1762,7.075841331374746e-07,0.0005377639411844806
HPF,Isocortex,trough_val,317,312,0.1756,3.4740888329263757e-11,2.6403075130240457e-08
CNU,Isocortex,recovery_time_secs,110,110,0.1748,0.0006072934353339929,0.4615430108538346
fiber tracts,HB,trough_val,17,17,0.1746,3.620625159909685e-05,0.027516751215313603
HPF,MB,psd_pc1,18,18,0.1746,0.1643408955620147,1.0
CNU,fiber tracts,aperiodic_exponent,16,16,0.1746,1.7359178403621633e-05,0.013192975586752441
CB,fiber tracts,csd_pc0,16,16,0.1743,0.2527284059273952,1.0
fiber tracts,MB,cor_ratio,21,21,0.1733,0.07048353738211693,1.0
CNU,HY,recovery_slope,29,23,0.1732,0.0016567697860930793,1.0
HPF,Isocortex,peak_val,317,312,0.1725,1.1967107905397392e-10,9.095002008102018e-08
CNU,Isocortex,trough_time_secs,110,110,0.1723,0.0006162261497589496,0.4683318738168017
CNU,Isocortex,recovery_slope,110,110,0.1719,3.29523888051153e-07,0.00025043815491887625
HB,MB,cor_ratio,87,76,0.1719,2.307164714547919e-05,0.017534451830564183
HPF,MB,recovery_slope,18,18,0.1714,0.512470144120929,1.0
CTXsp,HPF,recovery_slope,28,28,0.1713,0.3553016496110236,1.0
CNU,TH,recovery_time_secs,24,24,0.1709,0.061048338769743346,1.0
CB,fiber tracts,tip_time_secs,16,16,0.1682,0.04129595044918069,1.0
Isocortex,void,peak_time_secs,97,97,0.1681,2.465490004327855e-26,1.87377240328917e-23
CTXsp,HPF,rms_ap,28,28,0.1679,6.904512631486372e-06,0.005247429599929643
CNU,fiber tracts,repolarisation_slope,16,16,0.1678,0.00959633030500489,1.0
CNU,fiber tracts,tip_val,16,16,0.1673,0.028448448760134516,1.0
HY,CNU,tip_time_secs,34,26,0.1672,0.06004759727131079,1.0
CTXsp,HPF,repolarisation_slope,28,28,0.1669,0.21462074808669185,1.0
HB,CB,trough_val,147,139,0.1666,8.508212039373756e-07,0.0006466241149924054
CB,void_fluid,aperiodic_offset,22,22,0.1653,0.003920544670283872,1.0
CTXsp,HPF,cor_ratio,28,28,0.1648,0.17677194301575772,1.0
MB,Isocortex,depolarisation_slope,43,43,0.1648,0.004576588899293846,1.0
CB,fiber tracts,tip_val,16,16,0.1617,0.00634130738098491,1.0
OLF,CNU,trough_val,20,15,0.1614,0.08460202826576402,1.0
HPF,MB,cor_ratio,18,18,0.1614,0.13610781932937047,1.0
fiber tracts,root,rms_ap,18,13,0.1612,0.5888683140171854,1.0
fiber tracts,HB,repolarisation_slope,17,17,0.1605,0.003503489623118551,1.0
CTXsp,CNU,recovery_slope,58,53,0.1595,1.8859396077901024e-06,0.001433314101920478
CTXsp,HPF,peak_time_secs,28,28,0.1593,0.06792169944451674,1.0
OLF,Isocortex,aperiodic_offset,72,63,0.1584,3.4786401753621326e-05,0.026437665332752207
HPF,fiber tracts,csd_pc1,20,20,0.1582,0.4634208778668113,1.0
fiber tracts,root,peak_val,18,13,0.1568,0.24051990283722402,1.0
HY,MB,repolarisation_slope,24,21,0.1554,0.004236989727486965,1.0
Isocortex,void_fluid,psd_pc1,66,66,0.1532,0.0072211631806961074,1.0
MB,HY,tip_val,28,27,0.1516,0.5400463538725283,1.0
root,fiber tracts,csd_pc0,25,19,0.1509,0.0321541190703962,1.0
CB,fiber tracts,peak_val,16,16,0.1508,0.009944635580755624,1.0
fiber tracts,VS,trough_time_secs,16,14,0.1504,0.005915931364824358,1.0
MB,TH,alpha_mean,110,77,0.1502,0.007886171836432719,1.0
fiber tracts,root,peak_time_secs,18,13,0.1501,0.3813203671663239,1.0
Isocortex,void,aperiodic_exponent,97,97,0.1498,4.647198524310372e-06,0.0035318708784758826
CNU,OLF,alpha_mean,36,31,0.1493,0.021323106908175397,1.0
Isocortex,void_fluid,psd_pc0,66,66,0.1489,0.0018359653374799298,1.0
MB,HY,depolarisation_slope,28,27,0.1487,0.40404238913513735,1.0
fiber tracts,VS,csd_pc1,16,14,0.1486,0.23405214321855394,1.0
OLF,CNU,alpha_std,20,15,0.148,0.031756616089430416,1.0
fiber tracts,MB,peak_time_secs,21,21,0.1471,8.505450800383251e-06,0.0064641426082912715
TH,MB,cor_ratio,60,42,0.147,6.79557093965991e-05,0.051646339141415316
CB,fiber tracts,aperiodic_offset,16,16,0.147,0.009772459099784686,1.0
MB,HY,trough_time_secs,28,27,0.1467,0.39134862927994396,1.0
TH,HPF,trough_time_secs,208,206,0.1465,3.050192915774761e-24,2.3181466159888183e-21
void_fluid,void,csd_pc0,74,72,0.1452,0.0005364887224160517,0.4077314290361993
root,fiber tracts,peak_val,25,19,0.1448,0.012319905277420828,1.0
Isocortex,void_fluid,csd_pc1,66,66,0.1446,0.026192027622472334,1.0
CTXsp,CNU,trough_val,58,53,0.1446,6.301075579895271e-05,0.04788817440720406
CNU,HY,trough_val,29,23,0.1438,0.03882497210093064,1.0
MB,Isocortex,recovery_slope,43,43,0.1434,0.05093359643849622,1.0
TH,HPF,recovery_time_secs,208,206,0.1426,2.0237829210669787e-23,1.5380750200109038e-20
OLF,CNU,psd_pc1,20,15,0.1426,0.003217280534267108,1.0
MB,HY,recovery_time_secs,28,27,0.142,0.5265547193991421,1.0
HB,CB,recovery_slope,147,139,0.142,5.846719290828646e-06,0.004443506661029771
CB,fiber tracts,trough_val,16,16,0.1418,0.003127842309898509,1.0
MB,HY,rms_ap,28,27,0.1418,0.6164193064688892,1.0
HY,CNU,peak_val,34,26,0.1415,0.5001751412292077,1.0
CTXsp,Isocortex,psd_pc0,18,12,0.1407,0.013757921739100194,1.0
HPF,Isocortex,psd_pc0,317,312,0.1406,2.2389016017951054e-14,1.70156521736428e-11
OLF,CNU,csd_pc0,20,15,0.1406,0.05675099733941627,1.0
TH,MB,csd_pc1,60,42,0.1399,0.3078552939709964,1.0
fiber tracts,VS,recovery_time_secs,16,14,0.139,0.008391284759752728,1.0
fiber tracts,TH,repolarisation_slope,20,20,0.1389,0.5423507535769775,1.0
TH,HPF,psd_pc1,208,206,0.1384,1.074890422905376e-10,8.169167214080858e-08
OLF,CNU,tip_val,20,15,0.1382,0.7642665267568806,1.0
HB,MB,trough_time_secs,87,76,0.138,0.0013586610019938007,1.0
CNU,HY,csd_pc0,29,23,0.1379,0.09496716106495433,1.0
HPF,Isocortex,alpha_std,317,312,0.1378,1.1403206581008793e-18,8.666437001566683e-16
fiber tracts,MB,alpha_mean,21,21,0.1373,0.00011824975061178575,0.08986981046495718
fiber tracts,HB,psd_pc1,17,17,0.1369,0.4554756101904711,1.0
HB,MB,recovery_time_secs,87,76,0.1365,0.0014910168059472742,1.0
root,fiber tracts,csd_pc1,25,19,0.1362,0.3466320102964179,1.0
OLF,Isocortex,alpha_mean,72,63,0.1362,0.7543337052986363,1.0
root,fiber tracts,repolarisation_slope,25,19,0.1358,0.014654211163406745,1.0
HY,MB,tip_val,24,21,0.1357,0.16188970111939294,1.0
CNU,Isocortex,depolarisation_slope,110,110,0.1345,4.3554493719328065e-05,0.03310141522668933
CNU,TH,trough_time_secs,24,24,0.1344,0.07547601267471075,1.0
TH,MB,psd_pc1,60,42,0.1329,0.07681387026998789,1.0
OLF,CTXsp,aperiodic_offset,71,70,0.132,8.165444493034406e-05,0.062057378147061484
CTXsp,CNU,aperiodic_exponent,58,53,0.1315,6.348050773153185e-05,0.04824518587596421
Isocortex,void_fluid,rms_ap,66,66,0.1313,0.005261406359429868,1.0
CB,MB,cor_ratio,26,24,0.1312,0.023842765311277145,1.0
HPF,fiber tracts,tip_time_secs,20,20,0.1309,0.010472981810888338,1.0
CB,fiber tracts,alpha_mean,16,16,0.1306,0.022667169222684542,1.0
fiber tracts,MB,csd_pc0,21,21,0.1306,0.16767397377630577,1.0
fiber tracts,HB,aperiodic_exponent,17,17,0.1305,0.5502658503170026,1.0
CNU,OLF,alpha_std,36,31,0.1304,0.14172931905158595,1.0
CNU,OLF,trough_time_secs,36,31,0.1304,0.1440715204909325,1.0
MB,Isocortex,peak_time_secs,43,43,0.1295,0.00046124506499124724,0.3505462493933479
TH,MB,rms_ap,60,42,0.1294,0.001407616425498949,1.0
fiber tracts,TH,aperiodic_exponent,20,20,0.1293,0.036464605907386365,1.0
CNU,OLF,recovery_time_secs,36,31,0.129,0.1362943615956212,1.0
HPF,Isocortex,peak_time_secs,317,312,0.1289,3.0482219106972823e-07,0.00023166486521299345
void_fluid,void,csd_pc1,74,72,0.1287,0.009191891766715428,1.0
fiber tracts,HB,recovery_slope,17,17,0.1285,0.0003401496155197445,0.2585137077950058
TH,MB,csd_pc0,60,42,0.1281,0.026693837763840475,1.0
fiber tracts,root,psd_pc0,18,13,0.1267,0.3514180198923247,1.0
void_fluid,void,tip_val,74,72,0.1258,0.2312117710296966,1.0
HB,CB,peak_val,147,139,0.125,0.0008976526442125096,0.6822160096015073
Isocortex,void,trough_time_secs,97,97,0.1248,0.0003384882334052183,0.2572510573879659
HB,CB,repolarisation_slope,147,139,0.1244,0.0006922714488212261,0.5261263011041318
TH,MB,alpha_mean,60,42,0.1244,9.136185025932372e-05,0.06943500619708602
fiber tracts,TH,tip_time_secs,20,20,0.1243,0.012825158009237152,1.0
CNU,Isocortex,tip_val,110,110,0.1239,0.0002403264481631299,0.1826481006039787
CNU,HY,psd_pc1,29,23,0.1237,0.05976849253598243,1.0
CNU,HY,aperiodic_exponent,29,23,0.1231,0.43649153539739827,1.0
HPF,fiber tracts,peak_time_secs,20,20,0.1228,0.010141249861423588,1.0
HPF,Isocortex,rms_ap,317,312,0.1224,2.058798147815221e-05,0.01564686592339568
CNU,HY,peak_time_secs,29,23,0.1212,0.15871798235613244,1.0
TH,CNU,csd_pc0,22,22,0.1209,0.3561336714047556,1.0
CTXsp,Isocortex,recovery_time_secs,18,12,0.1203,0.33221968208416275,1.0
OLF,Isocortex,peak_time_secs,72,63,0.1196,0.0035854022995088783,1.0
HB,CB,csd_pc1,147,139,0.1172,3.2659641982492705e-06,0.0024821327906694455
HPF,Isocortex,alpha_mean,317,312,0.117,2.6173257687134462e-20,1.9891675842222192e-17
Isocortex,void,recovery_time_secs,97,97,0.1167,0.0014314287770330932,1.0
fiber tracts,root,csd_pc0,18,13,0.1164,0.38578007105607104,1.0
Isocortex,void_fluid,csd_pc0,66,66,0.1162,0.020395870967923273,1.0
HPF,MB,peak_time_secs,18,18,0.1161,0.4187619323465621,1.0
HY,MB,recovery_slope,24,21,0.116,0.006746321679817861,1.0
MB,Isocortex,alpha_mean,43,43,0.1157,0.1080205938330916,1.0
CB,MB,alpha_mean,26,24,0.1149,0.30169016487784694,1.0
fiber tracts,TH,peak_val,20,20,0.1146,0.8567499523767217,1.0
CTXsp,HPF,depolarisation_slope,28,28,0.1146,0.18398879708779736,1.0
root,fiber tracts,peak_time_secs,25,19,0.1142,0.6860962358861002,1.0
CNU,TH,alpha_mean,24,24,0.1138,0.052635925957639905,1.0
TH,MB,aperiodic_offset,60,42,0.1138,0.004714387443965349,1.0
CTXsp,CNU,rms_ap,58,53,0.1129,0.006878226982313479,1.0
root,fiber tracts,cor_ratio,25,19,0.1126,0.30093625921503386,1.0
Isocortex,void,psd_pc0,97,97,0.1118,5.611238882026179e-09,4.264541550339896e-06
HY,TH,recovery_slope,80,79,0.1108,0.88997027407686,1.0
fiber tracts,root,trough_val,18,13,0.1108,0.4244854820809172,1.0
CB,void_fluid,rms_ap,22,22,0.1104,0.028321769538482137,1.0
MB,HY,psd_pc1,28,27,0.1104,0.003841835251717809,1.0
HB,CB,cor_ratio,147,139,0.1103,0.00018121413318537458,0.13772274122088468
fiber tracts,root,tip_val,18,13,0.1101,0.20726837596268544,1.0
CNU,HY,csd_pc1,29,23,0.1097,0.04807547866701946,1.0
OLF,CTXsp,psd_pc1,71,70,0.109,0.003560427576434901,1.0
MB,TH,csd_pc1,110,77,0.1081,0.002537954554840482,1.0
CB,void_fluid,alpha_std,22,22,0.1081,0.1260903236043823,1.0
root,fiber tracts,trough_val,25,19,0.1079,0.015440766817732146,1.0
CB,fiber tracts,alpha_std,16,16,0.1079,2.7252648450005535e-07,0.00020712012822004207
CTXsp,HPF,aperiodic_offset,28,28,0.1076,0.19502362035369292,1.0
void_fluid,void,psd_pc0,74,72,0.1064,0.3218375591459487,1.0
OLF,CTXsp,aperiodic_exponent,71,70,0.1059,0.000851139545446172,0.6468660545390906
HB,CB,aperiodic_exponent,147,139,0.1053,0.00031102460829846723,0.23637870230683508
TH,MB,psd_pc0,60,42,0.105,0.003994223229121301,1.0
HY,TH,tip_time_secs,80,79,0.1047,0.0036043175459708776,1.0
HY,TH,repolarisation_slope,80,79,0.1038,0.6366886949858193,1.0
CNU,OLF,rms_ap,36,31,0.103,0.07574444612159863,1.0
root,fiber tracts,trough_time_secs,25,19,0.1024,0.4544953477512371,1.0
CTXsp,Isocortex,trough_time_secs,18,12,0.1024,0.49706026024057903,1.0
CB,void_fluid,psd_pc0,22,22,0.1018,0.07932773697223991,1.0
OLF,CTXsp,peak_val,71,70,0.1016,2.701846679201022e-05,0.020534034761927767
TH,HPF,peak_time_secs,208,206,0.1015,5.931027277366101e-100,4.507580730798237e-97
MB,TH,psd_pc1,110,77,0.1015,0.06174043008840564,1.0
fiber tracts,root,repolarisation_slope,18,13,0.1007,0.6231054606394977,1.0
HY,MB,depolarisation_slope,24,21,0.1006,0.06264268865528883,1.0
HB,MB,peak_time_secs,87,76,0.1006,0.5267658721562962,1.0
HY,TH,alpha_mean,80,79,0.0999,0.004644950158363392,1.0
fiber tracts,VS,cor_ratio,16,14,0.0994,0.2188179628775242,1.0
Isocortex,void,psd_pc1,97,97,0.0992,0.0019101762401783865,1.0
HB,MB,aperiodic_offset,87,76,0.0986,0.008917923132287677,1.0
MB,TH,recovery_time_secs,110,77,0.0983,2.170892433757967e-16,1.649878249656055e-13
MB,Isocortex,tip_time_secs,43,43,0.0979,0.055831040000210594,1.0
TH,CNU,aperiodic_exponent,22,22,0.0978,0.7541062624969618,1.0
CNU,fiber tracts,depolarisation_slope,16,16,0.0977,0.018260039849855823,1.0
HB,MB,psd_pc0,87,76,0.0973,0.0006917629917445582,0.5257398737258642
fiber tracts,TH,recovery_slope,20,20,0.0967,0.47594533064097844,1.0
MB,TH,trough_time_secs,110,77,0.0963,5.988751421546316e-16,4.551451080375201e-13
CTXsp,Isocortex,aperiodic_offset,18,12,0.0956,0.05178024360968062,1.0
Isocortex,void_fluid,alpha_mean,66,66,0.0955,0.12040080287335285,1.0
fiber tracts,TH,peak_time_secs,20,20,0.0954,0.01128000436253173,1.0
MB,Isocortex,csd_pc0,43,43,0.0953,0.01870314079603965,1.0
root,fiber tracts,psd_pc1,25,19,0.0942,0.001613377445793892,1.0
TH,MB,tip_time_secs,60,42,0.094,0.004194066120256812,1.0
root,fiber tracts,recovery_time_secs,25,19,0.0939,0.4544953477512371,1.0
fiber tracts,HB,aperiodic_offset,17,17,0.0924,0.3563428249712689,1.0
HB,CB,alpha_mean,147,139,0.0922,0.1130399281356733,1.0
HB,MB,alpha_mean,87,76,0.0917,0.0010183610417690584,0.7739543917444844
fiber tracts,TH,trough_val,20,20,0.0913,0.7463701696062186,1.0
HY,TH,peak_val,80,79,0.0912,0.06184619270102775,1.0
TH,MB,aperiodic_exponent,60,42,0.0904,0.1387733754152129,1.0
root,fiber tracts,alpha_std,25,19,0.0899,0.014425235904906448,1.0
CNU,HY,trough_time_secs,29,23,0.0887,0.17591806078178973,1.0
HY,TH,aperiodic_offset,80,79,0.0887,3.862531759941109e-06,0.002935524137555243
CTXsp,HPF,trough_val,28,28,0.0881,0.7822765835873053,1.0
CNU,HY,recovery_time_secs,29,23,0.0876,0.1259262339085734,1.0
CTXsp,CNU,peak_val,58,53,0.0866,0.003901009382683811,1.0
HY,CNU,trough_val,34,26,0.0862,0.3156273993033978,1.0
HPF,fiber tracts,alpha_std,20,20,0.0861,0.019759291843663797,1.0
HB,CB,depolarisation_slope,147,139,0.0859,0.08250389736186847,1.0
HY,MB,aperiodic_offset,24,21,0.0859,0.6597906313203503,1.0
CNU,fiber tracts,tip_time_secs,16,16,0.0854,0.3543762454668433,1.0
CB,MB,aperiodic_offset,26,24,0.0849,0.0739223394916737,1.0
CB,fiber tracts,repolarisation_slope,16,16,0.0848,0.02396937342188867,1.0
CTXsp,Isocortex,alpha_mean,18,12,0.0846,0.18638569997735166,1.0
CTXsp,Isocortex,cor_ratio,18,12,0.0843,0.3315571114164396,1.0
HY,CNU,trough_time_secs,34,26,0.0841,0.07723979870493476,1.0
fiber tracts,TH,csd_pc0,20,20,0.0839,0.32256015149184414,1.0
void_fluid,void,alpha_mean,74,72,0.0838,0.38846076596032797,1.0
OLF,Isocortex,recovery_slope,72,63,0.0837,0.12156510783266057,1.0
fiber tracts,HB,rms_ap,17,17,0.0831,0.41001170792553787,1.0
Isocortex,void_fluid,aperiodic_offset,66,66,0.0825,0.05301663016485583,1.0
OLF,Isocortex,alpha_std,72,63,0.0823,0.29758549661511013,1.0
HY,CNU,alpha_mean,34,26,0.082,0.2557631504890532,1.0
HY,MB,trough_val,24,21,0.0819,0.006050194202095614,1.0
MB,HY,trough_val,28,27,0.0816,0.13592426613299582,1.0
fiber tracts,TH,psd_pc1,20,20,0.0813,0.41997950543932816,1.0
root,fiber tracts,alpha_mean,25,19,0.0812,0.01662574857569378,1.0
CNU,fiber tracts,alpha_std,16,16,0.081,0.9798932552990568,1.0
CTXsp,CNU,csd_pc0,58,53,0.0809,0.028808223002947803,1.0
CNU,OLF,csd_pc0,36,31,0.0808,0.23310178544812454,1.0
CB,MB,psd_pc1,26,24,0.0798,0.08338830321577384,1.0
CTXsp,Isocortex,alpha_std,18,12,0.0794,0.8080093665778109,1.0
CNU,Isocortex,peak_time_secs,110,110,0.0787,0.02962768483451597,1.0
HB,CB,tip_val,147,139,0.0785,0.18077805765464483,1.0
CTXsp,CNU,tip_time_secs,58,53,0.0784,0.2996974121802727,1.0
HB,CB,psd_pc1,147,139,0.0782,0.017736968514827544,1.0
OLF,Isocortex,tip_val,72,63,0.0768,0.15221107224639166,1.0
CNU,fiber tracts,csd_pc0,16,16,0.0759,0.9972482649003848,1.0
HY,CNU,recovery_time_secs,34,26,0.0755,0.11052412659327024,1.0
HPF,fiber tracts,psd_pc0,20,20,0.0751,0.4863439521484022,1.0
MB,HY,csd_pc1,28,27,0.075,0.0001381620480557782,0.10500315652239144
CB,fiber tracts,recovery_slope,16,16,0.0749,0.022797837594089494,1.0
TH,HPF,peak_val,208,206,0.0748,4.6094973325767554e-266,3.503217972758334e-263
HY,CNU,rms_ap,34,26,0.0733,0.019473517614806316,1.0
root,fiber tracts,recovery_slope,25,19,0.0721,0.11785632999438592,1.0
HB,MB,rms_ap,87,76,0.0717,0.0028166199672224916,1.0
CNU,fiber tracts,aperiodic_offset,16,16,0.0712,0.10680757933585805,1.0
fiber tracts,root,depolarisation_slope,18,13,0.0712,0.5731938283134256,1.0
HY,TH,trough_val,80,79,0.0711,0.05338281782121145,1.0
HPF,fiber tracts,psd_pc1,20,20,0.0698,0.36582672445396625,1.0
CNU,OLF,psd_pc0,36,31,0.0693,0.32031145204859013,1.0
MB,TH,repolarisation_slope,110,77,0.0692,6.014464059874521e-14,4.5709926855046355e-11
CNU,OLF,aperiodic_exponent,36,31,0.0685,0.08839904489616887,1.0
CB,MB,aperiodic_exponent,26,24,0.0684,0.2596039851960067,1.0
OLF,Isocortex,psd_pc1,72,63,0.0679,0.09642036886507162,1.0
CNU,Isocortex,csd_pc1,110,110,0.0668,0.0007572051990651079,0.575475951289482
HY,TH,csd_pc0,80,79,0.0664,0.014345193288552093,1.0
OLF,CTXsp,repolarisation_slope,71,70,0.0663,0.0009937440139574916,0.7552454506076937
fiber tracts,root,recovery_slope,18,13,0.0661,0.6202196143183969,1.0
CB,MB,psd_pc0,26,24,0.0661,0.2366631880639365,1.0
HB,MB,peak_val,87,76,0.0657,0.054625692444556485,1.0
HY,CNU,depolarisation_slope,34,26,0.0657,0.3201942826420604,1.0
HY,CNU,alpha_std,34,26,0.0652,0.8532920083105318,1.0
HY,TH,aperiodic_exponent,80,79,0.065,0.039075529914269026,1.0
HY,TH,peak_time_secs,80,79,0.065,0.006661462642883021,1.0
TH,MB,trough_time_secs,60,42,0.0641,0.8602867304403217,1.0
MB,TH,peak_val,110,77,0.0636,4.760162642771575e-12,3.6177236085063967e-09
MB,TH,depolarisation_slope,110,77,0.0634,1.6338924997044498e-05,0.012417582997753819
CNU,OLF,csd_pc1,36,31,0.0628,0.36524553095709034,1.0
MB,TH,recovery_slope,110,77,0.0623,2.969094191832709e-13,2.2565115857928588e-10
MB,TH,peak_time_secs,110,77,0.0622,0.8216457913682463,1.0
MB,TH,trough_val,110,77,0.0615,1.2190912152033318e-14,9.265093235545323e-12
TH,MB,alpha_std,60,42,0.0614,4.943930765049258e-07,0.00037573873814374364
TH,HPF,depolarisation_slope,208,206,0.0613,9.890931549007993e-161,7.517107977246075e-158
HY,CNU,csd_pc1,34,26,0.061,0.008028773340597027,1.0
MB,TH,tip_val,110,77,0.0606,4.362086948421135e-05,0.03315186080800062
CNU,fiber tracts,peak_time_secs,16,16,0.0604,0.7942606369546656,1.0
HB,CB,csd_pc0,147,139,0.06,0.14311053630144063,1.0
HY,TH,psd_pc0,80,79,0.0599,0.008233529313184537,1.0
MB,HY,recovery_slope,28,27,0.0595,0.266193608586222,1.0
CB,fiber tracts,csd_pc1,16,16,0.0589,0.7884475987636549,1.0
TH,MB,recovery_time_secs,60,42,0.0589,0.789516709184994,1.0
fiber tracts,TH,rms_ap,20,20,0.0587,0.7626393296221332,1.0
Isocortex,void,csd_pc0,97,97,0.0583,0.0014964053497310626,1.0
OLF,CNU,peak_val,20,15,0.0578,0.1984793817107413,1.0
CB,MB,csd_pc0,26,24,0.0578,0.8697053555050457,1.0
OLF,Isocortex,csd_pc1,72,63,0.057,0.15212889270455177,1.0
MB,HY,repolarisation_slope,28,27,0.0567,0.19821178306371523,1.0
OLF,CNU,recovery_time_secs,20,15,0.0564,0.3195524853390014,1.0
fiber tracts,root,psd_pc1,18,13,0.0564,0.11776195724809962,1.0
HY,MB,tip_time_secs,24,21,0.0562,0.5361646847708759,1.0
OLF,Isocortex,csd_pc0,72,63,0.0561,0.3150033326980415,1.0
MB,HPF,alpha_std,113,112,0.0558,0.0007296618945639978,0.5545430398686383
fiber tracts,TH,tip_val,20,20,0.0557,0.05531112164988949,1.0
HY,TH,psd_pc1,80,79,0.0552,0.12199078448733609,1.0
CTXsp,Isocortex,peak_time_secs,18,12,0.054,0.37675575376419834,1.0
HB,MB,trough_val,87,76,0.0533,0.05199946075024402,1.0
HB,CB,tip_time_secs,147,139,0.0533,0.5500873592417046,1.0
fiber tracts,HB,peak_time_secs,17,17,0.053,0.33002683957682566,1.0
void_fluid,void,trough_time_secs,74,72,0.0528,0.45004837794386665,1.0
MB,TH,aperiodic_exponent,110,77,0.0528,0.5068704139067137,1.0
MB,TH,tip_time_secs,110,77,0.0526,0.025596648748554062,1.0
HY,TH,depolarisation_slope,80,79,0.0513,0.6830300396626408,1.0
MB,HY,alpha_std,28,27,0.0507,6.005742348208296e-05,0.04564364184638305
CTXsp,Isocortex,aperiodic_exponent,18,12,0.0497,0.9356195520719368,1.0
void_fluid,void,recovery_time_secs,74,72,0.0495,0.46213696988321096,1.0
OLF,CTXsp,trough_val,71,70,0.0492,0.008883783094986233,1.0
TH,MB,peak_time_secs,60,42,0.0491,0.5033750688935923,1.0
TH,HPF,trough_val,208,206,0.0485,0.0,0.0
root,fiber tracts,tip_val,25,19,0.0483,0.1945495804388756,1.0
fiber tracts,root,tip_time_secs,18,13,0.0477,0.5457064283329267,1.0
OLF,CNU,trough_time_secs,20,15,0.0474,0.32219017930872473,1.0
void_fluid,void,alpha_std,74,72,0.0474,0.7603434407801962,1.0
MB,HY,alpha_mean,28,27,0.0471,0.0025149036956957777,1.0
OLF,Isocortex,repolarisation_slope,72,63,0.0469,0.18059295118687768,1.0
HB,CB,peak_time_secs,147,139,0.0467,0.038060100715199344,1.0
HY,MB,csd_pc0,24,21,0.0462,0.5265718661751917,1.0
Isocortex,void,csd_pc1,97,97,0.0459,0.1825335097643327,1.0
OLF,Isocortex,depolarisation_slope,72,63,0.0456,0.544402442013646,1.0
HB,MB,tip_time_secs,87,76,0.0455,0.043708620661276336,1.0
HB,MB,psd_pc1,87,76,0.0443,0.6704980548372185,1.0
OLF,Isocortex,tip_time_secs,72,63,0.0432,0.09072167565533622,1.0
MB,HPF,psd_pc1,113,112,0.0431,0.5177868773184545,1.0
CTXsp,CNU,peak_time_secs,58,53,0.0431,0.002425757318954919,1.0
HPF,MB,repolarisation_slope,18,18,0.0423,0.9174368274837197,1.0
HY,TH,tip_val,80,79,0.042,0.11142661628478402,1.0
HY,MB,csd_pc1,24,21,0.0418,0.0005060468150877721,0.3845955794667068
MB,HY,psd_pc0,28,27,0.0413,0.7151246624266467,1.0
MB,HY,peak_val,28,27,0.0408,0.12108436844891711,1.0
CNU,OLF,aperiodic_offset,36,31,0.0404,0.5038095016234063,1.0
HB,CB,recovery_time_secs,147,139,0.0396,0.6801034867911883,1.0
CNU,TH,tip_val,24,24,0.0389,0.36711810888915686,1.0
CTXsp,HPF,tip_val,28,28,0.0388,0.7438925254902415,1.0
TH,HPF,repolarisation_slope,208,206,0.0386,7.66430787503778e-246,5.824873985028713e-243
OLF,Isocortex,aperiodic_exponent,72,63,0.0381,0.816380086862954,1.0
Isocortex,void_fluid,aperiodic_exponent,66,66,0.0376,0.42151384084843624,1.0
HY,CNU,repolarisation_slope,34,26,0.0373,0.6506025769294016,1.0
void_fluid,void,tip_time_secs,74,72,0.037,0.42047013089434715,1.0
MB,TH,alpha_std,110,77,0.0362,0.6615022414076586,1.0
CB,MB,rms_ap,26,24,0.036,0.67536893397631,1.0
HPF,fiber tracts,aperiodic_offset,20,20,0.034,0.8787550468468318,1.0
CNU,Isocortex,tip_time_secs,110,110,0.034,0.04115830766216174,1.0
CB,fiber tracts,rms_ap,16,16,0.0339,0.7070897655190154,1.0
CTXsp,CNU,depolarisation_slope,58,53,0.0336,0.10332406651026053,1.0
TH,MB,trough_val,60,42,0.0332,0.11477178106699039,1.0
MB,Isocortex,repolarisation_slope,43,43,0.0332,0.9043031508015645,1.0
fiber tracts,TH,recovery_time_secs,20,20,0.0332,0.5809511595051818,1.0
fiber tracts,root,trough_time_secs,18,13,0.0326,0.8557451783169909,1.0
HB,CB,trough_time_secs,147,139,0.0324,0.8804416532831221,1.0
fiber tracts,root,recovery_time_secs,18,13,0.032,0.8104827095630789,1.0
TH,MB,tip_val,60,42,0.0319,0.3481208285231253,1.0
TH,MB,peak_val,60,42,0.0319,0.6374913767172458,1.0
TH,MB,recovery_slope,60,42,0.0319,0.3603764009820294,1.0
CNU,HY,repolarisation_slope,29,23,0.0317,0.24064855496652182,1.0
TH,MB,repolarisation_slope,60,42,0.03,0.44226432304847096,1.0
HY,CNU,csd_pc0,34,26,0.0297,0.2280054706940844,1.0
CTXsp,CNU,trough_time_secs,58,53,0.0296,0.5292809310848324,1.0
