pid,epsilon,alpha,cr,cr_realized,file_bytes,r2_wheel,balanced_accuracy_choice,null_choice,balanced_accuracy_feedback,null_feedback
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,50.0,96.0,53.36708153755737,45.47301481889759,39187193,0.2377698109660979,0.7484928864239209,0.5045917120387174,0.7430390760955545,0.5037551730576086
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,100.0,14.0,47.72132792037658,37.905935469496555,47010047,0.3083267414320333,0.766517964793827,0.5007287356321839,0.869344249327638,0.5007896332826864
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,100.0,28.0,68.84624360049261,54.01367510393244,32990901,0.3046078482676977,0.7791174342898481,0.4919981548699334,0.8173548489163107,0.5040397792142016
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,100.0,40.0,77.84767806950565,60.943648801806134,29239467,0.2986485023378785,0.7787557270315891,0.4987375680580762,0.8062015503875969,0.501255612998206
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,100.0,55.0,83.5006603059307,65.30532441334834,27286593,0.2788077900031537,0.7493368700265253,0.5005022081064731,0.7731767125454834,0.5001488243928819
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,100.0,75.0,87.15674964760123,68.49190334029325,26017087,0.2560247487450281,0.7533759344104172,0.4968713551119177,0.7600458788166429,0.4941963701681645
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,100.0,96.0,89.08321099376823,70.11738859956834,25413950,0.2377698109660979,0.7484928864239209,0.5021136418632789,0.7430390760955545,0.5041925952632347
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,150.0,14.0,54.37164201487239,42.17789522632501,42248666,0.3079803857995358,0.7774294670846396,0.492934150030248,0.8717766176237938,0.4948705050947267
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,250.0,14.0,61.82353202851704,46.65669995635327,38193010,0.3086414362907581,0.7642874367012298,0.5063701451905627,0.8557388071507673,0.4948137398813662
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,250.0,28.0,101.69157934940996,73.08147303911566,24383195,0.3042472759607754,0.7694719074029419,0.5065191470054445,0.811046511627907,0.4973524632381345
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,250.0,40.0,122.3840579135966,86.33435433358089,20640217,0.2982987700945094,0.7770074752833374,0.4984224440411373,0.8062015503875969,0.5028395987312543
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,250.0,55.0,136.71895805091512,95.3490911159236,18688797,0.2787880990270883,0.7493368700265253,0.50986833030853,0.7731767125454834,0.499090947524744
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,250.0,75.0,146.61361435605883,102.29703987481592,17419466,0.2562033334066153,0.7577767060525682,0.505413097398669,0.7600458788166429,0.4903954293391019
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,250.0,96.0,152.04273923864423,105.96597796940226,16816339,0.2377302857343589,0.7484928864239209,0.4965889594676346,0.7430390760955545,0.5017626756543312
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,300.0,14.0,65.40882785008036,48.61703403048149,36652993,0.3076431234133234,0.7656739811912225,0.4990526618269812,0.8654682803353899,0.499531401028388
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,300.0,40.0,135.3049105455537,92.13486138638588,19340777,0.2978657909904041,0.7770074752833374,0.4928862976406533,0.8062015503875969,0.500065319375413
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,300.0,55.0,152.86874084419674,102.46435246876231,17391022,0.2787724460278423,0.7493368700265253,0.5028135208711434,0.7731767125454834,0.5011221285828333
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,300.0,75.0,165.19815969985268,110.53098109995446,16121813,0.255987362222017,0.7577767060525682,0.5072589836660617,0.7600458788166429,0.4988582114375971
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,300.0,96.0,172.02683588492454,114.82660134848906,15518702,0.2378455681066773,0.7484928864239209,0.4973962794918329,0.7430390760955545,0.503029548985776
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,350.0,14.0,68.75590668354904,50.32058232223486,35412146,0.3079816712072459,0.7836387750180853,0.5070141258318209,0.8615725359911406,0.5037482777935154
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,350.0,28.0,118.56410311842956,80.47070226857535,22144206,0.3041634881043653,0.7686279238003376,0.5019067150635209,0.8091085271317829,0.50794300730516
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,350.0,40.0,147.24925412622173,96.71957513204391,18423983,0.2977035273813265,0.7756209307933446,0.5041305807622503,0.8105719031798766,0.4963087213394796
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,350.0,55.0,167.9805353273496,108.15006882735794,16476733,0.2785846209430677,0.7493368700265253,0.4998559588626739,0.7731767125454834,0.4990873882980093
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,350.0,96.0,190.7993091052178,122.01206180111942,14604784,0.2378888103656186,0.7484928864239209,0.4992149122807017,0.7430390760955545,0.4943237544315967
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,450.0,14.0,76.08536445354373,54.02859438409515,32981791,0.3123213224332314,0.7748372317337835,0.4970170598911071,0.8299912988451195,0.5049427315375172
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,450.0,40.0,171.02420179214585,104.91135191157858,16985386,0.2975270634042507,0.7734506872437907,0.4963856019358741,0.7959974687549438,0.4997975125114813
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,450.0,55.0,199.0218181603774,118.39375568478911,15051130,0.278711897465814,0.7510851217747769,0.4960950695704779,0.76734298370511,0.4987992186225781
d7ec0892-0a6c-4f4f-9d8f-72083692af5c,450.0,75.0,219.28241631095375,129.23267838736317,13788771,0.255834863403363,0.7542802025560646,0.5055764972776768,0.7576135105204873,0.5053009397560368
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,50.0,14.0,37.78184458940461,31.91373342523531,51691307,0.0363161213164449,0.5393451826898926,0.5029256413985579,0.5330367813039437,0.500098539926696
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,50.0,28.0,46.0279118284069,39.269754816390986,42008477,0.0304543558351632,0.585508916566937,0.5015386158345277,0.4977426636568848,0.5002048909451421
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,50.0,40.0,48.68744237467712,41.245076818291075,39996594,0.0366745473578077,0.5510024673847199,0.5076861411522873,0.5,0.5
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,50.0,55.0,50.27548721292821,42.94125481268187,38416730,0.0366939336466739,0.5573703884284089,0.4987536149883947,0.4988713318284424,0.5002775941837408
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,50.0,75.0,51.2671489647145,43.76268842331133,37695641,0.0347359498643283,0.5408004964318958,0.4993450497974958,0.5058823529411764,0.5002775941837408
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,50.0,96.0,51.771011936681575,44.33525566424155,37208821,0.02397250672778,0.5612413752345493,0.5076423801262009,0.5013676802549463,0.4982123114823048
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,100.0,14.0,55.29135303097874,43.990177784133806,37500703,0.0362419262974488,0.5393451826898926,0.4998260791169507,0.5330367813039437,0.5011532626329388
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,100.0,28.0,74.89552054454633,59.280588643684574,27828040,0.03045436624041,0.5859669340898009,0.4965856559639402,0.4977426636568848,0.4998545935228023
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,100.0,40.0,82.18891645136947,63.90002473630425,25816306,0.0366745473578077,0.5510024673847199,0.5011042657538883,0.5,0.5
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,100.0,55.0,86.80629789559963,68.06537824322564,24236442,0.0366939336466739,0.5573703884284089,0.5003475254799574,0.4988713318284424,0.5013284864507601
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,100.0,75.0,89.79439440624748,70.15257614886751,23515353,0.0347359498643283,0.5408004964318958,0.4921667682206498,0.5058823529411764,0.4995769993390614
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,100.0,96.0,91.34550523071591,71.6355918981031,23028533,0.02397250672778,0.5612413752345493,0.5021653881858206,0.5013676802549463,0.502419072583068
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,150.0,14.0,66.67836695810136,51.10314898195956,32281036,0.0364687908671915,0.5393451826898926,0.5072260380808513,0.5330367813039437,0.5029021961184883
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,250.0,14.0,77.34323357689503,57.53382510750476,28672917,0.0363645084537848,0.5359322134066161,0.5065150484620653,0.5330367813039437,0.500098539926696
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,250.0,28.0,121.00929240039328,86.1265856145449,19153930,0.0306888835186075,0.5859669340898009,0.500273341511718,0.4977426636568848,0.4984534038334434
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,250.0,40.0,141.1978901598149,96.20834147626496,17146773,0.0367168001024152,0.5531669695492221,0.4999724993255265,0.5,0.5
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,250.0,55.0,155.37022156096552,105.969043387525,15567401,0.0366937473786279,0.5573703884284089,0.5012689724376904,0.4988713318284424,0.4992267019167217
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,250.0,75.0,165.1906451559182,111.11564142532464,14846358,0.0347359498643283,0.5408004964318958,0.5014662187478204,0.5058823529411764,0.4999272967614011
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,250.0,96.0,170.5040190979975,114.88270667203918,14359538,0.02397250672778,0.5612413752345493,0.5010182575499124,0.5013676802549463,0.4999650754070781
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,300.0,14.0,82.30118601830006,60.26719948409494,27372478,0.0356727467294599,0.5240311451915547,0.49911359186977,0.5153897224804143,0.5006873760740251
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,300.0,40.0,155.96085708030498,102.53992956987447,16088002,0.0366300154190181,0.5510024673847199,0.5075075435596301,0.5,0.5
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,300.0,55.0,173.40864565163596,113.69642524598945,14509362,0.0367150176229958,0.5573703884284089,0.5020769443082281,0.4988713318284424,0.4999272967614011
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,300.0,75.0,185.712706261854,119.64010350042813,13788542,0.0347247186742065,0.5408004964318958,0.4954987481016073,0.5058823529411764,0.4999272967614011
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,300.0,96.0,192.44856425222417,124.0187241922512,13301722,0.0240012131260817,0.5595348905929111,0.5098815508401586,0.5013676802549463,0.4996128627651265
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,350.0,14.0,87.74507494559218,63.32412931666199,26051090,0.0355485582603363,0.5334352791690675,0.505008666780926,0.5036250165980614,0.5001321877065433
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,350.0,28.0,142.8624293741213,96.2707411486188,17135659,0.0309941973549304,0.5731055065526055,0.4998867222537307,0.4966139954853273,0.5001321877065433
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,350.0,40.0,171.56273286650446,108.8627300055307,15153603,0.0364838277751979,0.5561219213096347,0.5051567981786244,0.5,0.5
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,350.0,55.0,192.8878866786826,121.5051984294782,13576889,0.0366532419008249,0.5573703884284089,0.502047121498753,0.4988713318284424,0.4995769993390614
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,350.0,96.0,216.7475304992369,133.36138472628687,12369867,0.0240012506765193,0.5612413752345493,0.4984910947879828,0.5013676802549463,0.5020694135672656
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,450.0,14.0,105.1860024556188,72.79030361926962,22663219,0.0332998231069807,0.5249028559608765,0.5055502540832001,0.5083787013676803,0.4996364838070059
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,450.0,40.0,217.21509668249743,124.43753794706824,13256953,0.0363397562641135,0.5420932878270762,0.4937463728467537,0.5,0.5
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,450.0,55.0,251.93080877461472,141.03550914699753,11696789,0.0363502805319974,0.547005895128762,0.5074665358449516,0.4988713318284424,0.5009781890284204
da8dfec1-d265-44e8-84ce-6ae9c109b8bd,450.0,75.0,278.5582012559436,150.2543316937081,10979135,0.0348310789256813,0.5478776058980837,0.5075900766710046,0.5058823529411764,0.4995769993390614
dab512bd-a02d-4c1f-8dbc-9155a163efc0,50.0,14.0,57.57137206837842,46.53765305683939,30274129,0.1554262225191766,0.516862084977943,0.5025359195402298,0.7447554617676266,0.4987807820594704
dab512bd-a02d-4c1f-8dbc-9155a163efc0,50.0,28.0,71.39311578646307,57.24090629419361,24613288,0.1690278546436119,0.528674251218946,0.5025232299104685,0.6362648957298908,0.4971112944432617
dab512bd-a02d-4c1f-8dbc-9155a163efc0,50.0,40.0,77.49197982335546,61.5650574654782,22884522,0.1726023038184453,0.511725098676573,0.4975575294979628,0.5993979642502483,0.4989170392449081
dab512bd-a02d-4c1f-8dbc-9155a163efc0,50.0,55.0,82.16665932855514,64.36907631322086,21887636,0.1743943664016681,0.5294868818202926,0.499597859968321,0.5746027805362462,0.4989434745582288
dab512bd-a02d-4c1f-8dbc-9155a163efc0,50.0,75.0,85.85205041803,68.01976410358662,20712905,0.1724022927745889,0.4948630136986301,0.4995998399105531,0.5827333664349553,0.5049822049535163
dab512bd-a02d-4c1f-8dbc-9155a163efc0,50.0,96.0,88.10337983063661,69.82719885111409,20176764,0.1653351192569015,0.5066751799396332,0.5022730795619139,0.5836022840119166,0.5017243630686256
dab512bd-a02d-4c1f-8dbc-9155a163efc0,100.0,14.0,69.5775817847441,54.06275505115787,26060213,0.1553542232861203,0.5126247968423496,0.5016091954022988,0.7449726911618669,0.5011962600241289
dab512bd-a02d-4c1f-8dbc-9155a163efc0,100.0,28.0,90.80672134759564,69.04521677944223,20405279,0.1690508541907522,0.528674251218946,0.5022362865177581,0.6362648957298908,0.5021850117096018
dab512bd-a02d-4c1f-8dbc-9155a163efc0,100.0,40.0,100.90924736016008,75.43593379566583,18676602,0.1726165202934625,0.511725098676573,0.4987204967431538,0.5993979642502483,0.5045552302888369
dab512bd-a02d-4c1f-8dbc-9155a163efc0,100.0,55.0,108.9829797152812,79.6894403129371,17679719,0.1743943664016681,0.5294868818202926,0.5023094967346836,0.5746027805362462,0.4973809878645946
dab512bd-a02d-4c1f-8dbc-9155a163efc0,100.0,75.0,115.56233238456714,85.36128060196106,16504988,0.1724022927745889,0.4948630136986301,0.499010759450783,0.5827333664349553,0.4890263643460363
dab512bd-a02d-4c1f-8dbc-9155a163efc0,100.0,96.0,119.6789210477984,88.22721590356524,15968847,0.1653351192569015,0.5066751799396332,0.4987537904776425,0.5836022840119166,0.501790557802853
dab512bd-a02d-4c1f-8dbc-9155a163efc0,150.0,14.0,78.117550177231,59.37852006651434,23727215,0.1591027621987591,0.5134374274436964,0.4955531609195402,0.7090988083416088,0.4999608792846496
dab512bd-a02d-4c1f-8dbc-9155a163efc0,250.0,14.0,97.53464786401165,69.69930533056473,20213787,0.1671057721791938,0.5,0.5,0.605759682224429,0.5084176247250017
dab512bd-a02d-4c1f-8dbc-9155a163efc0,250.0,28.0,140.57178501568112,93.9719092816148,14992639,0.1718018328947095,0.5109124680752264,0.4996992181875164,0.5651688182720953,0.5028423284365908
dab512bd-a02d-4c1f-8dbc-9155a163efc0,250.0,40.0,165.99203434148944,105.95495161816876,13297037,0.1730877430411073,0.5244369630833526,0.5016438443913637,0.6086146971201589,0.4986315733446881
dab512bd-a02d-4c1f-8dbc-9155a163efc0,250.0,55.0,189.02279447157667,114.51225826545765,12303372,0.174395240714819,0.5294868818202926,0.4984196990487807,0.5746027805362462,0.501456692214889
dab512bd-a02d-4c1f-8dbc-9155a163efc0,250.0,75.0,209.77251757084392,126.59401186521012,11129175,0.1723909999820003,0.4948630136986301,0.5013822749642128,0.5827333664349553,0.5018194060038321
dab512bd-a02d-4c1f-8dbc-9155a163efc0,250.0,96.0,223.77864422574677,133.0000461619893,10593131,0.1653350361124371,0.5066751799396332,0.499924354560008,0.5836022840119166,0.5092087325243064
dab512bd-a02d-4c1f-8dbc-9155a163efc0,300.0,14.0,105.75562892286052,74.10069235798545,19013141,0.1717711759732739,0.5143371256094729,0.5000933908045978,0.60641137040715,0.5076219395358741
dab512bd-a02d-4c1f-8dbc-9155a163efc0,300.0,40.0,186.30823660109607,113.926291293206,12366653,0.1732056843534642,0.5244369630833526,0.5021505243141141,0.5989635054617676,0.5023848023561137
dab512bd-a02d-4c1f-8dbc-9155a163efc0,300.0,55.0,215.58063466982264,123.82569602614171,11377985,0.1743531196299339,0.5363361968887858,0.4966693930577085,0.5793197616683218,0.4995445674544037
dab512bd-a02d-4c1f-8dbc-9155a163efc0,300.0,75.0,242.90521811096752,138.06359255016085,10204623,0.1724292408200856,0.4948630136986301,0.5008159850159665,0.5827333664349553,0.4982798062593144
dab512bd-a02d-4c1f-8dbc-9155a163efc0,300.0,96.0,261.8480885853243,145.7158944948791,9668725,0.1653351365752275,0.5066751799396332,0.5034588373186288,0.5819575471698113,0.5007913384429779
dab512bd-a02d-4c1f-8dbc-9155a163efc0,350.0,14.0,110.6010400374264,76.59101588659966,18394937,0.167153257791967,0.4982876712328767,0.5000431034482758,0.5934707050645481,0.5012654708679298
dab512bd-a02d-4c1f-8dbc-9155a163efc0,350.0,28.0,163.81107964775882,104.01821712640528,13544617,0.1699855540276477,0.5193870443464128,0.4994388716658621,0.5885364945382324,0.5002014228940459
dab512bd-a02d-4c1f-8dbc-9155a163efc0,350.0,40.0,198.17001589915475,118.1854346611933,11920986,0.1719986991991384,0.5320989087531924,0.4969108877764507,0.5961084905660378,0.4953510751543538
dab512bd-a02d-4c1f-8dbc-9155a163efc0,350.0,55.0,231.4154785137457,128.8013068028273,10938452,0.17431218448323,0.5303865799860692,0.5020318918930365,0.582392005958292,0.5046637924916613
dab512bd-a02d-4c1f-8dbc-9155a163efc0,350.0,96.0,285.55219857876494,152.62874135639234,9230810,0.1654263305558121,0.5066751799396332,0.501978539332029,0.5836022840119166,0.5008209140586191
dab512bd-a02d-4c1f-8dbc-9155a163efc0,450.0,14.0,114.79782676602188,78.77324127138922,17885349,0.1669274951716464,0.5210993731135362,0.49933908045977,0.5963257199602781,0.5041194734227521
dab512bd-a02d-4c1f-8dbc-9155a163efc0,450.0,40.0,208.15031775148668,121.72572655528975,11574274,0.1723095961949085,0.5184873461806362,0.4967588028019888,0.6008254716981132,0.4987949045490028
dab512bd-a02d-4c1f-8dbc-9155a163efc0,450.0,55.0,244.7561026963767,132.9140477085581,10599985,0.1742613132318817,0.5294868818202926,0.4985511905064417,0.582392005958292,0.5005691753601589
dab512bd-a02d-4c1f-8dbc-9155a163efc0,450.0,75.0,280.34386650415195,149.3878119873991,9431070,0.1731054069331173,0.4948630136986301,0.4981271387611278,0.5829505958291956,0.5035352884820099
dc7e9403-19f7-409f-9240-05ee57cb7aea,50.0,14.0,35.79149433324877,30.095855150226708,63315805,0.1082746211155046,0.5836678238229551,0.4963603113753716,0.540989677359626,0.500153065617608
dc7e9403-19f7-409f-9240-05ee57cb7aea,50.0,28.0,44.7742197353087,37.78071910609142,50436925,0.0852374185238713,0.573098828379258,0.497141031659104,0.5399018654816461,0.5001950289450953
dc7e9403-19f7-409f-9240-05ee57cb7aea,50.0,40.0,48.35760590669287,40.98468233646139,46494036,0.0679301303557321,0.5798031026252983,0.498262987012987,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,50.0,55.0,50.76287569334306,42.73391675895757,44590888,0.066054507055873,0.5454274246040356,0.5002145595368487,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,50.0,75.0,52.43791443467187,44.50614427753676,42815286,0.0631521430620267,0.5100835322195705,0.4985934647681634,0.4993403693931398,0.5003827751196173
dc7e9403-19f7-409f-9240-05ee57cb7aea,50.0,96.0,53.405753368382435,45.31366619846383,42052287,0.0624403871034225,0.5075829898025602,0.5009790134564232,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,100.0,14.0,47.714057625645694,38.4155976483455,49603375,0.1082694090191599,0.5848611412453895,0.501409436447087,0.540989677359626,0.5002224534240216
dc7e9403-19f7-409f-9240-05ee57cb7aea,100.0,28.0,65.10716036830064,51.876639256386575,36732204,0.0852374448085037,0.573098828379258,0.5022751395191155,0.5399018654816461,0.5016978344219316
dc7e9403-19f7-409f-9240-05ee57cb7aea,100.0,40.0,72.96211982153143,58.11465567383777,32789376,0.0679301303557321,0.5798031026252983,0.4980138084806759,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,100.0,55.0,78.57576897695257,61.69556528560237,30886228,0.066054507055873,0.5454274246040356,0.5012838692432066,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,100.0,75.0,82.66007055671493,65.45868494892552,29110626,0.0631521430620267,0.5100835322195705,0.5020808558910969,0.4993403693931398,0.4998624401913875
dc7e9403-19f7-409f-9240-05ee57cb7aea,100.0,96.0,85.08983642626309,67.22055768548104,28347627,0.0624403871034225,0.5075829898025602,0.5005222513430344,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,150.0,14.0,56.35411280256068,44.114771642080946,43195130,0.1082441446003659,0.5791793230635713,0.501167005685078,0.540989677359626,0.5022144246387374
dc7e9403-19f7-409f-9240-05ee57cb7aea,250.0,14.0,64.3098403693585,49.095932560751905,38812651,0.1089697971214047,0.5881563245823389,0.4930058219892557,0.5241054483173634,0.5015689100952392
dc7e9403-19f7-409f-9240-05ee57cb7aea,250.0,28.0,99.59321779667948,72.79935551398367,26175277,0.0854349948165713,0.5719624647428942,0.4982252060188807,0.5399018654816461,0.4971892001454833
dc7e9403-19f7-409f-9240-05ee57cb7aea,250.0,40.0,119.19942471236928,85.67992505840985,22240254,0.0678805278356527,0.5798031026252983,0.5025439745996975,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,250.0,55.0,134.94884015685585,93.69302653067597,20338155,0.0660440164752319,0.5371881102191365,0.495575972722057,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,250.0,75.0,147.46843893529442,102.6546905043525,18562652,0.0631521430620267,0.5100835322195705,0.4932195013821519,0.4993403693931398,0.500642942583732
dc7e9403-19f7-409f-9240-05ee57cb7aea,250.0,96.0,155.39047710688408,107.05497287000416,17799671,0.0624403871034225,0.5075829898025602,0.5040290056329213,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,300.0,14.0,67.44240551549426,50.95875007644976,37393839,0.110679312920069,0.5854279670210458,0.5062132295415429,0.5298106744433644,0.49848479194249
dc7e9403-19f7-409f-9240-05ee57cb7aea,300.0,40.0,128.8445693332758,90.460229924694,21064984,0.0676914193073193,0.5823605988283793,0.498585021905805,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,300.0,55.0,147.44064041802744,99.42843105344156,19164974,0.0659126518347837,0.5466207420264699,0.5015378722682939,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,300.0,75.0,162.52322986992573,109.57844488286328,17389764,0.0632007799787142,0.5100835322195705,0.4990459239555625,0.4993403693931398,0.5001226076555024
dc7e9403-19f7-409f-9240-05ee57cb7aea,300.0,96.0,172.2055128939789,114.6064200029278,16626846,0.0626252450424904,0.5075829898025602,0.5008856204036928,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,350.0,14.0,69.72943140404037,52.250245211369034,36469557,0.1108995626407294,0.5789515079192884,0.4938199877431805,0.5328773781419247,0.5000120624654718
dc7e9403-19f7-409f-9240-05ee57cb7aea,350.0,28.0,110.7663830778754,78.41099827627285,24301990,0.0863679133365044,0.5706552397483184,0.5031967806290095,0.5122668147942415,0.4979249907350898
dc7e9403-19f7-409f-9240-05ee57cb7aea,350.0,40.0,135.35745921876972,93.4309322072126,20395208,0.0674138222105442,0.5836678238229551,0.4983612371564178,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,350.0,55.0,155.98323307464608,103.01261931325688,18498154,0.0658562369831827,0.5386661965719245,0.4972157461012882,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,350.0,96.0,183.93672298917423,119.39034279067567,15960615,0.0626258201070046,0.5051963549576914,0.4982605095707505,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,450.0,14.0,76.2229104271238,55.98240755723884,34038252,0.109237687277551,0.5944076806248644,0.5029674868304386,0.5335370087487848,0.5024649707173726
dc7e9403-19f7-409f-9240-05ee57cb7aea,450.0,40.0,152.0817782896909,100.72974124066302,18917385,0.0690423703896057,0.5884410935126926,0.4982287265946905,0.4993403693931398,0.5008407716671465
dc7e9403-19f7-409f-9240-05ee57cb7aea,450.0,55.0,178.314945615474,111.79383139702564,17045156,0.0667156382485684,0.5211081579518334,0.4955308897929379,0.5,0.5
dc7e9403-19f7-409f-9240-05ee57cb7aea,450.0,75.0,200.7519003133736,124.75185524478468,15274669,0.0631928502531815,0.504458667823823,0.5015514004068221,0.4980211081794195,0.500627990430622
e8f9fba4-d151-4b00-bee7-447f0f3e752c,50.0,14.0,39.77622258130105,33.027306823430884,58443268,0.1591027401695789,0.5249661676688477,0.5035871962695245,0.6642256092720489,0.4995641801075268
e8f9fba4-d151-4b00-bee7-447f0f3e752c,50.0,28.0,49.03294530074107,40.901802320770486,47191655,0.1331226733464612,0.5265391966739679,0.5018565062411485,0.5927204890053187,0.5028674398166849
e8f9fba4-d151-4b00-bee7-447f0f3e752c,50.0,40.0,52.56075208524011,43.7633671159457,44105924,0.1238930771881483,0.5231036455208784,0.5038081388379425,0.617805826784155,0.5013883849568161
e8f9fba4-d151-4b00-bee7-447f0f3e752c,50.0,55.0,54.92370808315431,45.65325964568757,42280086,0.1115227652809247,0.5213701745329743,0.5029175250493624,0.6161486861951259,0.5016676921634255
e8f9fba4-d151-4b00-bee7-447f0f3e752c,50.0,75.0,56.57892109008295,47.314457004282126,40795644,0.0945717427463497,0.5325522831591724,0.5022514907174794,0.5114908311502739,0.5005875837949872
e8f9fba4-d151-4b00-bee7-447f0f3e752c,50.0,96.0,57.51492132829486,48.18745533347209,40056561,0.0838594542816086,0.5102996777208868,0.4996305657876486,0.5065194093831865,0.4983645130032508
e8f9fba4-d151-4b00-bee7-447f0f3e752c,100.0,14.0,54.46907446871811,43.02553153386942,44862287,0.1590513215862394,0.5306095400198111,0.5041215298648677,0.6634516154639993,0.5019787831573279
e8f9fba4-d151-4b00-bee7-447f0f3e752c,100.0,28.0,73.38620770655746,57.399567055218675,33627845,0.13321489009678,0.5265391966739679,0.4991632202922526,0.5927204890053187,0.5047031721872774
e8f9fba4-d151-4b00-bee7-447f0f3e752c,100.0,40.0,81.55483303857264,63.19826583105761,30542353,0.1238930729735342,0.5231036455208784,0.5003288761651316,0.617805826784155,0.5024159236924617
e8f9fba4-d151-4b00-bee7-447f0f3e752c,100.0,55.0,87.368719929272,67.21648756767968,28716522,0.1115227652809247,0.5213701745329743,0.5015551347125682,0.6161486861951259,0.4956119690980438
e8f9fba4-d151-4b00-bee7-447f0f3e752c,100.0,75.0,91.61693397627327,70.88051092681866,27232080,0.0945717427463497,0.5325522831591724,0.5007778338616347,0.5114908311502739,0.4983983069084579
e8f9fba4-d151-4b00-bee7-447f0f3e752c,100.0,96.0,94.08664968344084,72.85788557632796,26492997,0.0838594542816086,0.5102996777208868,0.4974866383421784,0.5065194093831865,0.5011500922105526
e8f9fba4-d151-4b00-bee7-447f0f3e752c,150.0,14.0,62.07533628407727,47.68823946188602,40475886,0.1586026751130083,0.527976198780641,0.4995698025676989,0.6521790902595856,0.4982292231711774
