pid,epsilon,alpha,cr,cr_realized,file_bytes,r2_wheel,balanced_accuracy_choice,null_choice,balanced_accuracy_feedback,null_feedback
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,50.0,96.0,87.2524608615716,67.63961554134981,29906051,0.0294662896080916,0.5369268760135634,0.5030164277736411,0.5084695662665139,0.5002245397699944
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,100.0,14.0,63.94466979793832,48.88897129829324,41376076,0.0462213329765569,0.5254828247088309,0.4987640543559195,0.5695481691500272,0.4996771284271283
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,100.0,28.0,91.50068386092188,67.74168318794243,29860991,0.0400091770541157,0.5325667108948843,0.496580742740134,0.5423478313325693,0.4985996873496872
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,100.0,40.0,105.76089078074442,77.06136241816557,26249650,0.0397293517826354,0.5707098628925255,0.5028303239017127,0.5597695602340592,0.5037859110586385
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,100.0,55.0,116.20933340963464,82.26838771254226,24588227,0.0365740231807193,0.5445599292348517,0.4923573157110945,0.5141159437775231,0.4993772683545411
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,100.0,75.0,123.5968424473108,88.25800646173245,22919550,0.0322950811282075,0.539764853309745,0.509428006329114,0.5056463775110093,0.5005448423630241
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,100.0,96.0,127.70396356413072,90.57683476595004,22332794,0.0294662896080916,0.5369268760135634,0.4953592237527923,0.5084695662665139,0.4995516310289038
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,150.0,14.0,69.78319094920877,52.60102337809633,38456168,0.0460728947417673,0.5359427981719003,0.5004953927773641,0.5877963443325089,0.5023996458087369
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,250.0,14.0,78.26828277660198,57.459924928390755,35204254,0.0446023227983999,0.5273367241633495,0.5004504374534623,0.5869698980515172,0.5048649919104463
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,250.0,28.0,122.06996890357442,84.248167097792,24010419,0.039880591289398,0.5253796255344243,0.4978340469099032,0.5415213850515775,0.4988396409987318
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,250.0,40.0,148.6666885324435,99.02905813963108,20426669,0.0397340263301487,0.5677686864219372,0.4953993857036485,0.5597695602340592,0.499968352354716
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,250.0,55.0,170.14192050244762,107.7795577222406,18768251,0.0365057869698399,0.5445599292348517,0.4999979058078927,0.5141159437775231,0.5013827670645853
1e104bf4-7a24-4624-a5b2-c2c8289c0de7,250.0,75.0,186.45088585495947,118.29361284810447,17100110,0.0322986014127019,0.539764853309745,0.501936895011169,0.5056463775110093,0.4996388123660851
