from,to,feature,n_trans,n_probes,cohens_d,pval,pval_bonf
MB,TH,psd_gamma,101,78,0.0435,0.16724063058060712,1.0
Isocortex,void,rms_lf_csd_diff1,57,57,0.0435,0.2892449554104696,1.0
HB,MB,trough_val,87,78,0.0435,0.2598383650446816,1.0
HB,CB,psd_delta_csd_diff1,150,136,0.0431,0.6844070535384098,1.0
HB,CB,psd_beta_csd,150,136,0.0425,0.48258669592980663,1.0
TH,CNU,psd_residual_beta,22,22,0.0423,0.40164051980615745,1.0
HB,CB,psd_lfp_csd,150,136,0.0423,0.49100549042192065,1.0
HY,CNU,psd_residual_beta,32,27,0.0422,0.6780189790755982,1.0
fiber tracts,MB,rms_lf,27,27,0.0421,0.29411142540599156,1.0
TH,HPF,depolarisation_slope,198,198,0.0414,6.2154544311956845e-155,1.0069036178537008e-151
CB,MB,alpha_std,26,23,0.0414,0.7266744411926772,1.0
root,fiber tracts,rms_lf_no_car,27,21,0.041,0.7820521622224692,1.0
fiber tracts,MB,alpha_mean,27,27,0.0409,2.1469808558277524e-06,0.003478108986440959
HB,CB,aperiodic_offset,150,136,0.0408,0.19285754974088354,1.0
MB,TH,psd_beta_csd,101,78,0.0408,0.54404847611071,1.0
CNU,Isocortex,tip_time_secs,110,110,0.0405,0.017028019168757052,1.0
fiber tracts,MB,psd_residual_lfp,27,27,0.0404,0.3229129970186567,1.0
HB,CB,psd_alpha_csd,150,136,0.0403,0.5703327273041396,1.0
Isocortex,void_fluid,alpha_mean,107,107,0.0402,0.6940466741601545,1.0
HY,TH,psd_theta_csd,77,77,0.04,0.008771895859176737,1.0
HY,TH,rms_lf,77,77,0.0399,0.3025568898072667,1.0
CB,fiber tracts,psd_delta_csd,19,19,0.0398,0.5144427859454626,1.0
fiber tracts,MB,psd_residual_alpha,27,27,0.0397,0.5045343618556363,1.0
CB,void_fluid,psd_gamma,29,29,0.0397,0.9381876125299551,1.0
void_fluid,void,psd_alpha,121,120,0.0396,0.5595398406203126,1.0
CTXsp,CNU,rms_lf_no_car,52,49,0.0396,0.12309691671211129,1.0
OLF,CNU,psd_residual_lfp,18,15,0.0395,0.4798616389010051,1.0
fiber tracts,MB,psd_lfp_csd_diff1,27,27,0.0395,0.7556302166388866,1.0
MB,Isocortex,rms_lf,43,43,0.0393,0.14772534415061808,1.0
root,fiber tracts,psd_alpha_csd_diff1,27,21,0.0391,0.9258905230907629,1.0
CTXsp,Isocortex,aperiodic_offset,18,13,0.0388,0.30300133384301153,1.0
void_fluid,void,recovery_time_secs,121,120,0.0383,0.059722420522013674,1.0
HB,CB,psd_delta,150,136,0.0383,0.2509399676735605,1.0
void_fluid,void,psd_gamma,121,120,0.0382,0.49469267744881706,1.0
TH,MB,psd_beta,52,42,0.0379,0.29952710619213785,1.0
CTXsp,CNU,psd_residual_beta,52,49,0.0379,0.4461596098647078,1.0
HB,MB,rms_lf_csd_diff1,87,78,0.0377,0.4721814262626046,1.0
CNU,OLF,psd_beta_csd_diff1,33,30,0.0375,0.7528729009935717,1.0
void_fluid,void,trough_time_secs,121,120,0.0373,0.0755851227659486,1.0
CNU,OLF,psd_beta,33,30,0.0372,0.5562586907970632,1.0
HY,TH,psd_gamma_csd_diff1,77,77,0.0371,0.04157121529801538,1.0
TH,HPF,psd_residual_lfp,198,198,0.0368,0.16545423348211663,1.0
CB,void_fluid,psd_lfp_csd_diff1,29,29,0.0368,0.6027643831368057,1.0
HY,TH,psd_theta,77,77,0.0367,0.42117671254220035,1.0
CNU,Isocortex,psd_theta_csd,110,110,0.0366,0.35954269254448534,1.0
CB,MB,psd_alpha_csd_diff1,26,23,0.0366,0.4036198928466337,1.0
MB,TH,psd_lfp,101,78,0.0365,0.21166605426307594,1.0
HY,CNU,peak_val,32,27,0.0363,0.17599039292329322,1.0
CNU,HY,repolarisation_slope,26,21,0.0362,0.23661901040313837,1.0
HY,TH,psd_alpha,77,77,0.036,0.5636291029620148,1.0
CNU,Isocortex,psd_residual_lfp,110,110,0.0356,0.3063130871616103,1.0
MB,Isocortex,rms_lf_no_car,43,43,0.0356,0.21048622943642503,1.0
OLF,CTXsp,peak_val,70,69,0.0354,0.0006186443899192943,1.0
MB,TH,psd_lfp_csd_diff1,101,78,0.0353,0.22498221185038503,1.0
void_fluid,void,psd_lfp,121,120,0.035,0.42623583389564457,1.0
CNU,OLF,psd_delta_csd,33,30,0.0349,0.7855493250529957,1.0
MB,HPF,psd_residual_gamma,120,119,0.0348,0.938636261957108,1.0
root,fiber tracts,psd_theta_csd,27,21,0.0347,0.4607321617027835,1.0
fiber tracts,MB,rms_lf_no_car,27,27,0.0346,0.8023984006585185,1.0
HB,MB,alpha_std,87,78,0.0346,0.0006732144662911614,1.0
CB,void_fluid,psd_beta_csd_diff1,29,29,0.0345,0.5195650853725746,1.0
HY,TH,psd_residual_theta,77,77,0.0345,0.4601902842351784,1.0
fiber tracts,MB,rms_lf_csd_diff1,27,27,0.0345,0.6929098703616895,1.0
CNU,OLF,psd_alpha,33,30,0.0343,0.6731442183668304,1.0
fiber tracts,root,psd_beta_csd,17,13,0.0341,0.4576944396391176,1.0
HY,CNU,rms_lf_no_car,32,27,0.0339,0.4835114039216767,1.0
void_fluid,void,rms_lf,121,120,0.0338,0.2889916796329183,1.0
HY,TH,psd_alpha_csd,77,77,0.0338,0.009554836283625487,1.0
CTXsp,HPF,rms_lf_csd,28,28,0.0337,0.05994154884681036,1.0
CTXsp,HPF,tip_val,28,28,0.0336,0.7391577977492068,1.0
CB,void_fluid,rms_lf_csd_diff1,29,29,0.0332,0.5971650441814758,1.0
CB,void_fluid,psd_lfp_csd,29,29,0.0331,0.4032264393900704,1.0
HY,TH,psd_beta_csd_diff1,77,77,0.033,0.02515296167817261,1.0
CNU,OLF,rms_lf_csd_diff1,33,30,0.0326,0.8784621346779098,1.0
HB,MB,psd_alpha_csd,87,78,0.0322,0.08429367996638504,1.0
MB,TH,aperiodic_exponent,101,78,0.0321,0.4300841328581342,1.0
HY,TH,psd_lfp,77,77,0.0321,0.7579066818844405,1.0
CNU,OLF,psd_lfp,33,30,0.032,0.6681374827535262,1.0
HPF,MB,recovery_slope,17,17,0.0319,0.6948083033576284,1.0
fiber tracts,HB,psd_gamma,16,16,0.0317,0.5557758460652846,1.0
HB,CB,psd_theta_csd_diff1,150,136,0.0317,0.9949957212621352,1.0
HB,MB,psd_theta_csd,87,78,0.0316,0.058108171086603856,1.0
HB,CB,rms_lf_csd_diff1,150,136,0.0316,0.973390555533577,1.0
CB,MB,psd_alpha_csd,26,23,0.0315,0.5449869849658087,1.0
Isocortex,void,psd_delta_csd_diff1,57,57,0.0315,0.38159713182030075,1.0
OLF,CTXsp,psd_residual_alpha,70,69,0.0312,0.6075857347451054,1.0
MB,HY,psd_lfp,24,23,0.0312,0.36490672550258796,1.0
CNU,OLF,psd_residual_gamma,33,30,0.0311,0.8941940174444637,1.0
OLF,Isocortex,psd_residual_delta,69,64,0.031,0.58650677202742,1.0
OLF,CNU,psd_residual_beta,18,15,0.0304,0.22469327229940694,1.0
CNU,TH,psd_gamma,22,22,0.0302,0.9496687196428474,1.0
HY,CNU,repolarisation_slope,32,27,0.0301,0.10998999294188538,1.0
HPF,Isocortex,psd_residual_alpha,313,310,0.03,0.019388086636162306,1.0
Isocortex,void,psd_delta,57,57,0.0298,0.9015838289440619,1.0
TH,MB,alpha_std,52,42,0.0298,0.0002501970734083849,0.40531925892158355
HB,CB,recovery_time_secs,150,136,0.0298,0.7098166193426498,1.0
fiber tracts,MB,aperiodic_exponent,27,27,0.0297,0.9007478225234219,1.0
OLF,CNU,tip_val,18,15,0.0297,0.10022461918197352,1.0
fiber tracts,root,psd_residual_lfp,17,13,0.0297,0.880907823687977,1.0
HB,CB,psd_gamma,150,136,0.0294,0.0492139705438214,1.0
TH,MB,psd_residual_theta,52,42,0.0294,0.696199921853492,1.0
HB,MB,psd_alpha_csd_diff1,87,78,0.0293,0.04953308136496104,1.0
HY,TH,alpha_std,77,77,0.0293,0.7018247145442196,1.0
CB,MB,psd_residual_beta,26,23,0.0293,0.9732791342321397,1.0
CB,void_fluid,psd_theta_csd_diff1,29,29,0.029,0.8677836579747776,1.0
root,fiber tracts,psd_residual_delta,27,21,0.0286,0.3765576068522306,1.0
fiber tracts,HB,psd_residual_gamma,16,16,0.0286,0.9729634570874911,1.0
MB,TH,psd_theta_csd,101,78,0.0283,0.4534789847384517,1.0
HB,MB,rms_lf_csd,87,78,0.0282,0.48507840736775754,1.0
HB,MB,rms_ap,87,78,0.0281,0.029611307083594173,1.0
HB,CB,psd_lfp_csd_diff1,150,136,0.0281,0.8595779900868167,1.0
CB,MB,psd_lfp_csd_diff1,26,23,0.028,0.8628392791510421,1.0
HB,MB,psd_gamma_csd,87,78,0.028,0.021638264999778285,1.0
TH,HPF,trough_val,198,198,0.0279,0.0,0.0
MB,HY,rms_lf,24,23,0.0279,0.46777225010397494,1.0
Isocortex,void,psd_gamma,57,57,0.0279,0.06227730327291767,1.0
OLF,CTXsp,recovery_slope,70,69,0.0278,0.24863535793282188,1.0
OLF,CTXsp,rms_lf_no_car,70,69,0.0277,0.5898213000341295,1.0
CNU,OLF,psd_alpha_csd_diff1,33,30,0.0275,0.8270262552648837,1.0
CB,void_fluid,psd_residual_lfp,29,29,0.0275,0.038159279109315096,1.0
HB,MB,psd_lfp_csd_diff1,87,78,0.0275,0.32432948646239135,1.0
MB,HPF,psd_residual_delta,120,119,0.0274,0.5719128315575565,1.0
fiber tracts,MB,psd_residual_theta,27,27,0.0273,0.6447420439265574,1.0
void_fluid,void,aperiodic_offset,121,120,0.0273,0.8253725808495912,1.0
fiber tracts,HB,psd_residual_theta,16,16,0.0271,0.8849452783939761,1.0
MB,HY,psd_beta,24,23,0.0271,0.825122524290397,1.0
CNU,OLF,psd_lfp_csd_diff1,33,30,0.027,0.9165054043323881,1.0
MB,TH,psd_alpha,101,78,0.0269,0.6332456764688501,1.0
Isocortex,void_fluid,psd_delta,107,107,0.0268,0.2882900814723901,1.0
HY,CNU,psd_residual_alpha,32,27,0.0268,0.7642488996114212,1.0
CNU,HY,psd_delta_csd,26,21,0.0268,0.5788537017390726,1.0
CB,fiber tracts,rms_lf_csd,19,19,0.0267,0.6254543661101153,1.0
HPF,Isocortex,aperiodic_offset,313,310,0.0264,0.03510994458126473,1.0
CB,void_fluid,rms_lf_csd,29,29,0.0261,0.4683047811736417,1.0
HB,CB,alpha_std,150,136,0.0261,0.28483179021608396,1.0
CNU,OLF,psd_residual_lfp,33,30,0.0257,0.9973282153512097,1.0
HB,CB,psd_residual_delta,150,136,0.0257,0.48825281131749343,1.0
HB,MB,psd_gamma_csd_diff1,87,78,0.0255,0.03200308028926251,1.0
fiber tracts,HB,psd_residual_alpha,16,16,0.0254,0.6144995111250604,1.0
HY,MB,tip_time_secs,22,19,0.0253,0.19644752105056063,1.0
CB,fiber tracts,psd_lfp_csd,19,19,0.0253,0.6131652856630097,1.0
MB,HY,psd_theta,24,23,0.0252,0.3609731811789201,1.0
CNU,OLF,rms_lf,33,30,0.025,0.5906314447794364,1.0
CB,MB,psd_alpha,26,23,0.0249,0.41323311352685455,1.0
HPF,Isocortex,psd_residual_delta,313,310,0.0247,0.48493439424174545,1.0
CB,MB,psd_gamma_csd_diff1,26,23,0.0247,0.9281261741021202,1.0
HB,CB,psd_gamma_csd,150,136,0.0247,0.6243843912592989,1.0
CB,void_fluid,psd_alpha_csd,29,29,0.0247,0.5143570827290125,1.0
fiber tracts,TH,cor_ratio,21,21,0.0246,0.6517579931814562,1.0
root,fiber tracts,rms_lf,27,21,0.0245,0.7776259510141408,1.0
MB,TH,rms_lf_csd,101,78,0.0245,0.14240873644339933,1.0
fiber tracts,MB,psd_gamma_csd_diff1,27,27,0.0243,0.03882697458765064,1.0
HB,MB,psd_beta_csd_diff1,87,78,0.0243,0.07380231338046629,1.0
fiber tracts,TH,psd_theta_csd_diff1,21,21,0.0242,0.06211889553250763,1.0
void_fluid,void,distance_to_tip_um,121,120,0.0241,0.08527304977178574,1.0
CTXsp,CNU,aperiodic_exponent,52,49,0.0241,0.48761694535569267,1.0
fiber tracts,root,rms_lf_no_car,17,13,0.024,0.9661625122470419,1.0
HB,MB,depolarisation_slope,87,78,0.0239,0.8138197408342595,1.0
OLF,Isocortex,peak_val,69,64,0.0238,0.45176958271815615,1.0
CB,MB,rms_lf_csd_diff1,26,23,0.0234,0.6956133353606503,1.0
MB,Isocortex,psd_theta_csd_diff1,43,43,0.0233,0.45358632092305684,1.0
OLF,CTXsp,trough_val,70,69,0.0233,0.1344947999443062,1.0
HY,TH,tip_val,77,77,0.023,0.07919278808261039,1.0
Isocortex,void,rms_lf_no_car,57,57,0.0229,0.32250524045154483,1.0
HB,CB,trough_time_secs,150,136,0.0227,0.9532999767022512,1.0
CTXsp,HPF,psd_delta,28,28,0.0226,0.9950309845959944,1.0
HB,MB,psd_theta_csd_diff1,87,78,0.0225,0.06354641474807823,1.0
CB,MB,psd_theta,26,23,0.0224,0.5492425074133283,1.0
TH,HPF,psd_residual_gamma,198,198,0.0224,0.5043296341481998,1.0
MB,TH,rms_lf,101,78,0.0223,0.43698872809334977,1.0
OLF,Isocortex,psd_residual_lfp,69,64,0.0219,0.29031321544695665,1.0
HB,MB,psd_lfp_csd,87,78,0.0218,0.30977789649944365,1.0
fiber tracts,HB,psd_residual_lfp,16,16,0.0216,0.5315304170900729,1.0
fiber tracts,root,rms_lf_csd,17,13,0.0215,0.7493433162445858,1.0
CB,MB,psd_gamma,26,23,0.0214,0.9668517285586479,1.0
CNU,HY,rms_lf_no_car,26,21,0.021,0.48662757796658074,1.0
Isocortex,void_fluid,rms_lf,107,107,0.0206,0.165473257846125,1.0
HB,CB,psd_alpha_csd_diff1,150,136,0.0206,0.6150100575968163,1.0
HB,MB,psd_beta_csd,87,78,0.0205,0.11234042133549164,1.0
MB,TH,psd_gamma_csd,101,78,0.0202,0.007793896073645201,1.0
HY,TH,aperiodic_offset,77,77,0.0202,0.5979924547167836,1.0
fiber tracts,root,psd_lfp_csd,17,13,0.0201,0.7347326826523819,1.0
TH,MB,rms_lf_no_car,52,42,0.0199,0.47770778419954685,1.0
CB,MB,psd_beta_csd_diff1,26,23,0.0195,0.8562888908596944,1.0
CTXsp,HPF,psd_residual_delta,28,28,0.0193,0.7553949219127778,1.0
CTXsp,HPF,peak_val,28,28,0.0193,0.704453887804219,1.0
CNU,TH,alpha_std,22,22,0.0188,0.5429246397745446,1.0
fiber tracts,HB,rms_lf_no_car,16,16,0.0188,0.9476003032296547,1.0
fiber tracts,MB,psd_alpha_csd,27,27,0.0186,0.041246835502269326,1.0
CB,MB,psd_lfp,26,23,0.0185,0.5632320328159498,1.0
CB,MB,psd_theta_csd,26,23,0.0184,0.5008743024287418,1.0
MB,TH,aperiodic_offset,101,78,0.0183,0.22519425780583524,1.0
HY,CNU,psd_residual_theta,32,27,0.0181,0.5522471416842248,1.0
HB,CB,psd_residual_lfp,150,136,0.0178,0.029148658608220655,1.0
fiber tracts,TH,psd_delta_csd_diff1,21,21,0.0178,0.16187336630675442,1.0
TH,HPF,repolarisation_slope,198,198,0.0178,7.839246049008272e-245,1.2699578599393402e-241
HB,CB,psd_beta,150,136,0.0178,0.05528281182843323,1.0
OLF,Isocortex,psd_residual_gamma,69,64,0.0177,0.3057379513726479,1.0
fiber tracts,HB,psd_beta,16,16,0.0172,0.6578014083234731,1.0
HY,CNU,alpha_mean,32,27,0.0172,0.6918348057825152,1.0
fiber tracts,TH,psd_alpha_csd,21,21,0.0172,2.3012998887435768e-05,0.03728105819764594
CNU,TH,psd_residual_gamma,22,22,0.0171,0.09772866570440479,1.0
fiber tracts,TH,rms_ap,21,21,0.0169,0.8521073805732711,1.0
fiber tracts,HB,trough_val,16,16,0.0169,0.00795738073571227,1.0
CB,MB,psd_delta,26,23,0.0169,0.5615442544993392,1.0
CNU,Isocortex,rms_lf_no_car,110,110,0.0169,0.47526211956482467,1.0
HB,CB,psd_lfp,150,136,0.0168,0.9352766044957065,1.0
HB,CB,rms_lf_no_car,150,136,0.0163,0.45042437124011425,1.0
fiber tracts,HB,repolarisation_slope,16,16,0.0161,0.08098765084215165,1.0
TH,MB,rms_ap,52,42,0.016,0.42615805152693353,1.0
MB,TH,psd_beta_csd_diff1,101,78,0.0159,0.9693073268132516,1.0
root,fiber tracts,psd_theta_csd_diff1,27,21,0.0154,0.6922079105251076,1.0
CNU,HY,rms_ap,26,21,0.0154,0.9206178721391055,1.0
CB,void_fluid,psd_alpha_csd_diff1,29,29,0.0153,0.9529580881957219,1.0
CTXsp,CNU,peak_time_secs,52,49,0.0153,0.06023795917456587,1.0
HY,TH,psd_residual_alpha,77,77,0.0153,0.5358883314247949,1.0
CB,MB,psd_residual_theta,26,23,0.0151,0.19105922955951193,1.0
MB,Isocortex,alpha_std,43,43,0.015,0.8099979198509798,1.0
CTXsp,HPF,aperiodic_offset,28,28,0.0147,0.5255596394577049,1.0
CB,void_fluid,psd_delta_csd,29,29,0.0146,0.6909671750349395,1.0
CTXsp,CNU,tip_val,52,49,0.0142,0.8810948013364062,1.0
CNU,OLF,cor_ratio,33,30,0.0141,0.6457921020983625,1.0
CTXsp,Isocortex,psd_theta_csd_diff1,18,13,0.0139,0.5398972868130083,1.0
fiber tracts,TH,rms_lf_csd_diff1,21,21,0.0138,0.014852920385650085,1.0
CNU,OLF,aperiodic_exponent,33,30,0.0135,0.41208314971980253,1.0
HB,CB,psd_beta_csd_diff1,150,136,0.0135,0.5191587137600058,1.0
MB,TH,psd_lfp_csd,101,78,0.0135,0.16259492983358526,1.0
CNU,TH,psd_lfp,22,22,0.0133,0.936842319273883,1.0
Isocortex,void_fluid,rms_lf_no_car,107,107,0.0133,0.784678436077543,1.0
fiber tracts,TH,psd_residual_gamma,21,21,0.0131,0.4232188316030814,1.0
MB,TH,rms_lf_no_car,101,78,0.0129,0.591321338953429,1.0
MB,TH,psd_alpha_csd_diff1,101,78,0.0128,0.7980729219553053,1.0
HB,CB,psd_alpha,150,136,0.0127,0.41784975193502805,1.0
void_fluid,void,psd_theta,121,120,0.0126,0.8633177636014541,1.0
fiber tracts,HB,psd_gamma_csd,16,16,0.0123,0.9598071534442297,1.0
fiber tracts,TH,psd_beta_csd_diff1,21,21,0.0123,0.004597387989476757,1.0
HY,TH,cor_ratio,77,77,0.012,0.400809888827074,1.0
OLF,Isocortex,psd_residual_alpha,69,64,0.0119,0.851007585409872,1.0
fiber tracts,MB,psd_residual_gamma,27,27,0.0116,0.9724430196368044,1.0
MB,HY,psd_gamma,24,23,0.0115,0.34733311898335684,1.0
root,fiber tracts,psd_delta,27,21,0.0114,0.8745264709343811,1.0
HB,CB,rms_ap,150,136,0.0113,0.7412864903073056,1.0
Isocortex,void_fluid,psd_residual_theta,107,107,0.0111,0.7527860316871589,1.0
HY,CNU,trough_val,32,27,0.0109,0.35973891989556184,1.0
CB,MB,aperiodic_offset,26,23,0.0106,0.25913557344353044,1.0
CB,fiber tracts,psd_alpha,19,19,0.0105,0.6563151144710929,1.0
Isocortex,void,aperiodic_offset,57,57,0.0103,0.1801700517130731,1.0
void_fluid,void,psd_beta,121,120,0.0101,0.8819970314325928,1.0
HB,MB,tip_val,87,78,0.01,0.7058605629846704,1.0
CNU,HY,rms_lf,26,21,0.0099,0.1331768360545427,1.0
fiber tracts,root,psd_theta_csd,17,13,0.0097,0.8682136110000953,1.0
Isocortex,void,rms_lf,57,57,0.0097,0.3563521263487902,1.0
HPF,fiber tracts,psd_residual_delta,21,21,0.0093,0.053876226141509456,1.0
OLF,CTXsp,repolarisation_slope,70,69,0.0089,0.014544286633684228,1.0
HB,CB,psd_residual_gamma,150,136,0.0089,0.1260636325811339,1.0
CNU,OLF,psd_gamma,33,30,0.0088,0.5326576250355881,1.0
CNU,OLF,psd_theta,33,30,0.0088,0.7151140199352453,1.0
HY,TH,rms_lf_no_car,77,77,0.0087,0.14513658145728708,1.0
CB,void_fluid,psd_theta_csd,29,29,0.0087,0.6380946447274117,1.0
MB,HPF,psd_residual_lfp,120,119,0.0087,0.04367944980216247,1.0
fiber tracts,HB,psd_gamma_csd_diff1,16,16,0.0087,0.28219543356616694,1.0
CNU,Isocortex,psd_gamma_csd_diff1,110,110,0.0087,0.3417989723236452,1.0
MB,TH,psd_beta,101,78,0.0086,0.9632641588877165,1.0
CB,MB,rms_ap,26,23,0.0085,0.57057387270393,1.0
fiber tracts,MB,psd_theta_csd,27,27,0.0085,0.3128554513645945,1.0
OLF,Isocortex,psd_residual_beta,69,64,0.0084,0.6334388554013572,1.0
void_fluid,void,alpha_mean,121,120,0.0083,0.006457588432359257,1.0
CNU,HY,psd_residual_beta,26,21,0.008,0.7789604932596024,1.0
MB,Isocortex,psd_residual_alpha,43,43,0.008,0.9385844036752716,1.0
CB,MB,rms_lf,26,23,0.0075,0.5673679815772535,1.0
HB,MB,psd_residual_lfp,87,78,0.0071,0.2816735115244351,1.0
fiber tracts,HB,psd_lfp,16,16,0.007,0.3350460338046296,1.0
OLF,CTXsp,psd_residual_beta,70,69,0.0069,0.7065688461455734,1.0
MB,Isocortex,psd_delta_csd_diff1,43,43,0.0065,0.7621366760542088,1.0
CTXsp,Isocortex,tip_time_secs,18,13,0.0064,0.22657026802932767,1.0
HB,CB,psd_residual_theta,150,136,0.0063,0.40173717358018024,1.0
HY,TH,psd_delta,77,77,0.0061,0.45916532316865377,1.0
HPF,Isocortex,cor_ratio,313,310,0.0057,0.1556918119938251,1.0
CTXsp,HPF,psd_delta_csd,28,28,0.0057,0.15516377701160955,1.0
HB,CB,rms_lf,150,136,0.0056,0.9139530523261288,1.0
HPF,fiber tracts,psd_residual_beta,21,21,0.0056,0.843869816893409,1.0
Isocortex,void,psd_lfp_csd,57,57,0.0055,0.35012499899998595,1.0
HB,MB,repolarisation_slope,87,78,0.0054,0.55786293391917,1.0
HY,CNU,depolarisation_slope,32,27,0.0053,0.26611523967964934,1.0
CNU,OLF,psd_gamma_csd_diff1,33,30,0.0052,0.6529586707600681,1.0
MB,TH,psd_theta,101,78,0.0052,0.6560854238885465,1.0
Isocortex,void,psd_delta_csd,57,57,0.0051,0.2625132966805006,1.0
CB,MB,psd_delta_csd_diff1,26,23,0.0051,0.5401961921366925,1.0
CB,void_fluid,psd_delta_csd_diff1,29,29,0.0047,0.759744990513112,1.0
Isocortex,void,rms_lf_csd,57,57,0.004,0.3009880037240821,1.0
MB,HY,psd_alpha,24,23,0.0039,0.6305220587355056,1.0
HB,MB,recovery_slope,87,78,0.0038,0.5776279691192363,1.0
fiber tracts,TH,psd_lfp_csd_diff1,21,21,0.0036,0.008380831662076139,1.0
MB,TH,psd_residual_delta,101,78,0.0035,0.5902233896739473,1.0
HY,TH,aperiodic_exponent,77,77,0.0035,0.9635817540424212,1.0
CNU,Isocortex,psd_residual_gamma,110,110,0.0033,0.7016461922926155,1.0
Isocortex,void,rms_ap,57,57,0.0031,0.21956908179485113,1.0
MB,Isocortex,trough_val,43,43,0.003,0.8277828766442457,1.0
TH,HPF,recovery_slope,198,198,0.003,1.8925643246505983e-277,3.0659542059339694e-274
HB,CB,psd_theta,150,136,0.003,0.664946491754245,1.0
CB,void_fluid,alpha_mean,29,29,0.0028,0.5719087637203846,1.0
MB,TH,psd_theta_csd_diff1,101,78,0.0027,0.9572820264337972,1.0
Isocortex,void_fluid,aperiodic_exponent,107,107,0.0024,0.7671930652953703,1.0
HPF,Isocortex,psd_residual_theta,313,310,0.0022,0.6614395810518459,1.0
CB,fiber tracts,psd_gamma_csd,19,19,0.002,0.09439811219700722,1.0
HB,MB,psd_residual_gamma,87,78,0.0019,0.8432593379726172,1.0
MB,HPF,aperiodic_exponent,120,119,0.0015,0.6487894328470267,1.0
OLF,CTXsp,aperiodic_offset,70,69,0.0015,0.8187180384962074,1.0
CNU,OLF,aperiodic_offset,33,30,0.0014,0.9766423047408014,1.0
CNU,OLF,rms_lf_no_car,33,30,0.0012,0.9090147063613314,1.0
HB,CB,psd_gamma_csd_diff1,150,136,0.0011,0.6485350732205915,1.0
CNU,HY,peak_val,26,21,0.0011,0.9642840534370134,1.0
CNU,Isocortex,psd_alpha_csd,110,110,0.0006,0.883683438343014,1.0
fiber tracts,root,psd_alpha_csd,17,13,0.0005,0.4196165419072062,1.0
fiber tracts,MB,psd_delta_csd_diff1,27,27,0.0005,0.308212762491999,1.0
TH,HPF,tip_val,198,198,0.0004,2.892633137306425e-156,4.686065682436408e-153
void_fluid,void,tip_val,121,120,0.0004,0.8668426201909061,1.0
MB,TH,psd_gamma_csd_diff1,101,78,0.0003,0.08337502575198637,1.0
Isocortex,void,psd_lfp,57,57,0.0001,0.28051379337999405,1.0
