from,to,feature,n_trans,n_probes,cohens_d,pval,pval_bonf
OLF,fiber tracts,peak_val,111,111,0.4621,1.1229945862112345e-09,1.3925132869019308e-06
root,HY,recovery_slope,235,235,0.4619,1.0469894673963364e-17,1.2982669395714571e-14
MB,HB,psd_pc1,45,43,0.4605,1.9259133190959564e-07,0.00023881325156789858
MB,HB,peak_time_secs,45,43,0.4602,3.4373476864857366e-07,0.00042623111312423134
root,VS,csd_pc1,31,31,0.4592,0.034233235897212784,1.0
CNU,HPF,tip_val,109,109,0.459,2.800362835841952e-06,0.0034724499164440203
root,CNU,csd_pc0,151,151,0.4541,4.9854695465735406e-08,6.18198223775119e-05
MB,HY,depolarisation_slope,182,181,0.4516,3.369511196425875e-26,4.178193883568085e-23
OLF,HPF,peak_time_secs,305,305,0.4514,6.595609751628006e-38,8.178556092018727e-35
CTXsp,HPF,depolarisation_slope,393,392,0.4513,5.4034068784364946e-42,6.700224529261253e-39
CTXsp,Isocortex,trough_time_secs,323,258,0.4477,3.3764331427203984e-24,4.186777096973294e-21
OLF,CNU,csd_pc0,264,255,0.4465,1.5882657265681871e-66,1.969449500944552e-63
HPF,TH,recovery_slope,51,51,0.4463,0.009063846431672573,1.0
TH,CNU,psd_pc1,65,65,0.4455,0.4169781953346551,1.0
fiber tracts,HY,peak_val,383,383,0.445,2.5207340251522733e-24,3.125710191188819e-21
root,CNU,psd_pc0,151,151,0.4439,4.073098849320785e-11,5.050642573157773e-08
fiber tracts,CB,alpha_mean,47,47,0.4436,0.11103019118309021,1.0
MB,Isocortex,trough_time_secs,459,459,0.4424,0.0,0.0
CTXsp,Isocortex,aperiodic_offset,323,258,0.4409,3.2647713607005615e-25,4.0483164872686962e-22
MB,HPF,csd_pc1,412,412,0.4407,2.1132500651819304e-46,2.620430080825594e-43
HB,CB,depolarisation_slope,1623,1595,0.4393,0.0,0.0
root,HPF,repolarisation_slope,32,32,0.4392,0.00016279386181849986,0.20186438865493983
MB,Isocortex,aperiodic_exponent,459,459,0.4383,0.0,0.0
fiber tracts,OLF,trough_val,986,986,0.4364,0.0,0.0
MB,HY,rms_ap,182,181,0.4339,1.7087641023559724e-21,2.1188674869214057e-18
HPF,TH,peak_val,51,51,0.4335,0.0018623537616804242,1.0
CTXsp,CNU,csd_pc0,774,752,0.4323,1.93241331465533e-51,2.3961925101726093e-48
root,HPF,peak_time_secs,32,32,0.4317,0.0003378571418579668,0.4189428559038788
MB,HY,trough_val,182,181,0.4296,3.5698177092252886e-17,4.426573959439358e-14
VS,CB,aperiodic_offset,31,31,0.4295,1.4371636098076124e-05,0.017820828761614393
fiber tracts,HB,trough_time_secs,468,468,0.4279,0.0,0.0
MB,HB,csd_pc0,45,43,0.426,0.00017902868751782622,0.2219955725221045
HB,CB,peak_val,1623,1595,0.4252,0.0,0.0
MB,HB,rms_ap,45,43,0.4238,0.0013389684027060866,1.0
CNU,OLF,trough_val,410,380,0.4231,2.5223372357846707e-44,3.1276981723729917e-41
MB,TH,recovery_time_secs,234,227,0.4224,6.057282019286348e-26,7.511029703915071e-23
fiber tracts,CB,peak_val,47,47,0.4222,0.0019318792037665844,1.0
OLF,fiber tracts,peak_time_secs,111,111,0.4216,1.6490314891370872e-08,2.044799046529988e-05
MB,Isocortex,depolarisation_slope,459,459,0.4205,0.5612210631370544,1.0
HPF,TH,csd_pc0,51,51,0.4201,0.002843458190516471,1.0
fiber tracts,CB,trough_val,47,47,0.4197,0.003719947999343276,1.0
MB,CB,tip_time_secs,44,44,0.4196,1.1858996423752544e-11,1.4705155565453154e-08
fiber tracts,HY,aperiodic_offset,383,383,0.4179,0.0,0.0
TH,CNU,recovery_time_secs,65,65,0.4175,0.14783869683742523,1.0
Isocortex,CTXsp,recovery_time_secs,149,149,0.4168,1.990522191519517e-09,2.468247517484201e-06
OLF,fiber tracts,cor_ratio,111,111,0.4166,3.5643937735585496e-05,0.044198482792126015
